"","Timepoint","Temp"
"1",2019-01-31 06:00:00,26.17
"2",2019-01-31 06:05:00,26.12
"3",2019-01-31 06:10:00,26.17
"4",2019-01-31 06:15:00,26.12
"5",2019-01-31 06:20:00,26.17
"6",2019-01-31 06:25:00,26.17
"7",2019-01-31 06:30:00,26.17
"8",2019-01-31 06:35:00,26.17
"9",2019-01-31 06:40:00,26.17
"10",2019-01-31 06:45:00,26.21
"11",2019-01-31 06:50:00,26.17
"12",2019-01-31 06:55:00,26.17
"13",2019-01-31 07:00:00,26.21
"14",2019-01-31 07:05:00,26.17
"15",2019-01-31 07:10:00,26.25
"16",2019-01-31 07:15:00,26.3
"17",2019-01-31 07:20:00,26.34
"18",2019-01-31 07:25:00,26.34
"19",2019-01-31 07:30:00,26.38
"20",2019-01-31 07:35:00,26.47
"21",2019-01-31 07:40:00,26.77
"22",2019-01-31 07:45:00,26.94
"23",2019-01-31 07:50:00,27.07
"24",2019-01-31 07:55:00,27.28
"25",2019-01-31 08:00:00,27.2
"26",2019-01-31 08:05:00,27.32
"27",2019-01-31 08:10:00,27.15
"28",2019-01-31 08:15:00,27.28
"29",2019-01-31 08:20:00,27.28
"30",2019-01-31 08:25:00,27.28
"31",2019-01-31 08:30:00,27.37
"32",2019-01-31 08:35:00,27.54
"33",2019-01-31 08:40:00,27.75
"34",2019-01-31 08:45:00,27.8
"35",2019-01-31 08:50:00,27.88
"36",2019-01-31 08:55:00,27.63
"37",2019-01-31 09:00:00,27.58
"38",2019-01-31 09:05:00,27.58
"39",2019-01-31 09:10:00,27.63
"40",2019-01-31 09:15:00,27.63
"41",2019-01-31 09:20:00,27.71
"42",2019-01-31 09:25:00,27.71
"43",2019-01-31 09:30:00,27.71
"44",2019-01-31 09:35:00,27.75
"45",2019-01-31 09:40:00,27.75
"46",2019-01-31 09:45:00,27.84
"47",2019-01-31 09:50:00,27.88
"48",2019-01-31 09:55:00,27.93
"49",2019-01-31 10:00:00,27.93
"50",2019-01-31 10:05:00,27.97
"51",2019-01-31 10:10:00,28.05
"52",2019-01-31 10:15:00,28.1
"53",2019-01-31 10:20:00,28.23
"54",2019-01-31 10:25:00,28.31
"55",2019-01-31 10:30:00,28.4
"56",2019-01-31 10:35:00,28.53
"57",2019-01-31 10:40:00,28.7
"58",2019-01-31 10:45:00,28.83
"59",2019-01-31 10:50:00,29
"60",2019-01-31 10:55:00,29.08
"61",2019-01-31 11:00:00,29.13
"62",2019-01-31 11:05:00,29.26
"63",2019-01-31 11:10:00,29.34
"64",2019-01-31 11:15:00,29.47
"65",2019-01-31 11:20:00,29.47
"66",2019-01-31 11:25:00,29.38
"67",2019-01-31 11:30:00,29.64
"68",2019-01-31 11:35:00,29.21
"69",2019-01-31 11:40:00,29.56
"70",2019-01-31 11:45:00,29.73
"71",2019-01-31 11:50:00,29.81
"72",2019-01-31 11:55:00,29.94
"73",2019-01-31 12:00:00,29.9
"74",2019-01-31 12:05:00,29.86
"75",2019-01-31 12:10:00,29.9
"76",2019-01-31 12:15:00,29.86
"77",2019-01-31 12:20:00,29.64
"78",2019-01-31 12:25:00,29.56
"79",2019-01-31 12:30:00,29.6
"80",2019-01-31 12:35:00,29.38
"81",2019-01-31 12:40:00,29.43
"82",2019-01-31 12:45:00,29.51
"83",2019-01-31 12:50:00,29.51
"84",2019-01-31 12:55:00,29.56
"85",2019-01-31 13:00:00,29.51
"86",2019-01-31 13:05:00,29.56
"87",2019-01-31 13:10:00,29.56
"88",2019-01-31 13:15:00,29.6
"89",2019-01-31 13:20:00,29.6
"90",2019-01-31 13:25:00,29.68
"91",2019-01-31 13:30:00,29.77
"92",2019-01-31 13:35:00,29.9
"93",2019-01-31 13:40:00,29.98
"94",2019-01-31 13:45:00,30.03
"95",2019-01-31 13:50:00,30.03
"96",2019-01-31 13:55:00,30.16
"97",2019-01-31 14:00:00,29.86
"98",2019-01-31 14:05:00,29.51
"99",2019-01-31 14:10:00,29.43
"100",2019-01-31 14:15:00,29.38
"101",2019-01-31 14:20:00,29.34
"102",2019-01-31 14:25:00,29.3
"103",2019-01-31 14:30:00,29.26
"104",2019-01-31 14:35:00,29.3
"105",2019-01-31 14:40:00,29.3
"106",2019-01-31 14:45:00,29.34
"107",2019-01-31 14:50:00,29.43
"108",2019-01-31 14:55:00,29.47
"109",2019-01-31 15:00:00,29.56
"110",2019-01-31 15:05:00,29.6
"111",2019-01-31 15:10:00,29.68
"112",2019-01-31 15:15:00,29.68
"113",2019-01-31 15:20:00,29.64
"114",2019-01-31 15:25:00,29.68
"115",2019-01-31 15:30:00,29.6
"116",2019-01-31 15:35:00,29.6
"117",2019-01-31 15:40:00,29.6
"118",2019-01-31 15:45:00,29.56
"119",2019-01-31 15:50:00,29.56
"120",2019-01-31 15:55:00,29.47
"121",2019-01-31 16:00:00,29.38
"122",2019-01-31 16:05:00,29.3
"123",2019-01-31 16:10:00,29.26
"124",2019-01-31 16:15:00,29.13
"125",2019-01-31 16:20:00,29.04
"126",2019-01-31 16:25:00,29
"127",2019-01-31 16:30:00,28.91
"128",2019-01-31 16:35:00,28.83
"129",2019-01-31 16:40:00,28.91
"130",2019-01-31 16:45:00,28.83
"131",2019-01-31 16:50:00,28.87
"132",2019-01-31 16:55:00,28.87
"133",2019-01-31 17:00:00,28.83
"134",2019-01-31 17:05:00,28.87
"135",2019-01-31 17:10:00,28.95
"136",2019-01-31 17:15:00,28.95
"137",2019-01-31 17:20:00,29.04
"138",2019-01-31 17:25:00,29.08
"139",2019-01-31 17:30:00,29.13
"140",2019-01-31 17:35:00,29.08
"141",2019-01-31 17:40:00,29.13
"142",2019-01-31 17:45:00,29.17
"143",2019-01-31 17:50:00,29.17
"144",2019-01-31 17:55:00,29.13
"145",2019-01-31 18:00:00,29.13
"146",2019-01-31 18:05:00,29.17
"147",2019-01-31 18:10:00,29.13
"148",2019-01-31 18:15:00,29.17
"149",2019-01-31 18:20:00,29.13
"150",2019-01-31 18:25:00,29.08
"151",2019-01-31 18:30:00,29.08
"152",2019-01-31 18:35:00,29.04
"153",2019-01-31 18:40:00,28.95
"154",2019-01-31 18:45:00,28.87
"155",2019-01-31 18:50:00,28.78
"156",2019-01-31 18:55:00,28.74
"157",2019-01-31 19:00:00,28.65
"158",2019-01-31 19:05:00,28.57
"159",2019-01-31 19:10:00,28.48
"160",2019-01-31 19:15:00,28.48
"161",2019-01-31 19:20:00,28.44
"162",2019-01-31 19:25:00,28.4
"163",2019-01-31 19:30:00,28.35
"164",2019-01-31 19:35:00,28.31
"165",2019-01-31 19:40:00,28.31
"166",2019-01-31 19:45:00,28.27
"167",2019-01-31 19:50:00,28.27
"168",2019-01-31 19:55:00,28.27
"169",2019-01-31 20:00:00,28.27
"170",2019-01-31 20:05:00,28.23
"171",2019-01-31 20:10:00,28.23
"172",2019-01-31 20:15:00,28.23
"173",2019-01-31 20:20:00,28.27
"174",2019-01-31 20:25:00,28.27
"175",2019-01-31 20:30:00,28.23
"176",2019-01-31 20:35:00,28.18
"177",2019-01-31 20:40:00,28.18
"178",2019-01-31 20:45:00,28.14
"179",2019-01-31 20:50:00,28.1
"180",2019-01-31 20:55:00,28.05
"181",2019-01-31 21:00:00,28.1
"182",2019-01-31 21:05:00,28.05
"183",2019-01-31 21:10:00,28.01
"184",2019-01-31 21:15:00,28.01
"185",2019-01-31 21:20:00,27.97
"186",2019-01-31 21:25:00,27.93
"187",2019-01-31 21:30:00,27.93
"188",2019-01-31 21:35:00,27.97
"189",2019-01-31 21:40:00,27.93
"190",2019-01-31 21:45:00,27.88
"191",2019-01-31 21:50:00,27.84
"192",2019-01-31 21:55:00,27.8
"193",2019-01-31 22:00:00,27.75
"194",2019-01-31 22:05:00,27.75
"195",2019-01-31 22:10:00,27.67
"196",2019-01-31 22:15:00,27.67
"197",2019-01-31 22:20:00,27.63
"198",2019-01-31 22:25:00,27.58
"199",2019-01-31 22:30:00,27.5
"200",2019-01-31 22:35:00,27.5
"201",2019-01-31 22:40:00,27.45
"202",2019-01-31 22:45:00,27.41
"203",2019-01-31 22:50:00,27.37
"204",2019-01-31 22:55:00,27.32
"205",2019-01-31 23:00:00,27.28
"206",2019-01-31 23:05:00,27.28
"207",2019-01-31 23:10:00,27.2
"208",2019-01-31 23:15:00,27.15
"209",2019-01-31 23:20:00,27.15
"210",2019-01-31 23:25:00,27.11
"211",2019-01-31 23:30:00,27.07
"212",2019-01-31 23:35:00,27.02
"213",2019-01-31 23:40:00,26.98
"214",2019-01-31 23:45:00,26.9
"215",2019-01-31 23:50:00,26.85
"216",2019-01-31 23:55:00,26.81
"217",2019-02-01 00:00:00,26.81
"218",2019-02-01 00:05:00,26.77
"219",2019-02-01 00:10:00,26.72
"220",2019-02-01 00:15:00,26.68
"221",2019-02-01 00:20:00,26.64
"222",2019-02-01 00:25:00,26.6
"223",2019-02-01 00:30:00,26.55
"224",2019-02-01 00:35:00,26.55
"225",2019-02-01 00:40:00,26.47
"226",2019-02-01 00:45:00,26.47
"227",2019-02-01 00:50:00,26.42
"228",2019-02-01 00:55:00,26.42
"229",2019-02-01 01:00:00,26.38
"230",2019-02-01 01:05:00,26.34
"231",2019-02-01 01:10:00,26.3
"232",2019-02-01 01:15:00,26.25
"233",2019-02-01 01:20:00,26.25
"234",2019-02-01 01:25:00,26.21
"235",2019-02-01 01:30:00,26.17
"236",2019-02-01 01:35:00,26.17
"237",2019-02-01 01:40:00,26.17
"238",2019-02-01 01:45:00,26.08
"239",2019-02-01 01:50:00,26.08
"240",2019-02-01 01:55:00,26.04
"241",2019-02-01 02:00:00,26.08
"242",2019-02-01 02:05:00,25.99
"243",2019-02-01 02:10:00,25.95
"244",2019-02-01 02:15:00,25.99
"245",2019-02-01 02:20:00,25.95
"246",2019-02-01 02:25:00,25.87
"247",2019-02-01 02:30:00,25.91
"248",2019-02-01 02:35:00,25.87
"249",2019-02-01 02:40:00,25.87
"250",2019-02-01 02:45:00,25.87
"251",2019-02-01 02:50:00,25.87
"252",2019-02-01 02:55:00,25.91
"253",2019-02-01 03:00:00,25.99
"254",2019-02-01 03:05:00,25.95
"255",2019-02-01 03:10:00,26.04
"256",2019-02-01 03:15:00,26.12
"257",2019-02-01 03:20:00,26.12
"258",2019-02-01 03:25:00,26.17
"259",2019-02-01 03:30:00,26.25
"260",2019-02-01 03:35:00,26.3
"261",2019-02-01 03:40:00,26.38
"262",2019-02-01 03:45:00,26.42
"263",2019-02-01 03:50:00,26.47
"264",2019-02-01 03:55:00,26.51
"265",2019-02-01 04:00:00,26.55
"266",2019-02-01 04:05:00,26.6
"267",2019-02-01 04:10:00,26.6
"268",2019-02-01 04:15:00,26.64
"269",2019-02-01 04:20:00,26.64
"270",2019-02-01 04:25:00,26.68
"271",2019-02-01 04:30:00,26.72
"272",2019-02-01 04:35:00,26.68
"273",2019-02-01 04:40:00,26.72
"274",2019-02-01 04:45:00,26.72
"275",2019-02-01 04:50:00,26.72
"276",2019-02-01 04:55:00,26.68
"277",2019-02-01 05:00:00,26.72
"278",2019-02-01 05:05:00,26.68
"279",2019-02-01 05:10:00,26.68
"280",2019-02-01 05:15:00,26.68
"281",2019-02-01 05:20:00,26.72
"282",2019-02-01 05:25:00,26.72
"283",2019-02-01 05:30:00,26.72
"284",2019-02-01 05:35:00,26.72
"285",2019-02-01 05:40:00,26.72
"286",2019-02-01 05:45:00,26.68
"287",2019-02-01 05:50:00,26.72
"288",2019-02-01 05:55:00,26.68
"289",2019-02-01 06:00:00,26.72
"290",2019-02-01 06:05:00,26.64
"291",2019-02-01 06:10:00,26.64
"292",2019-02-01 06:15:00,26.55
"293",2019-02-01 06:20:00,26.55
"294",2019-02-01 06:25:00,26.55
"295",2019-02-01 06:30:00,26.51
"296",2019-02-01 06:35:00,26.47
"297",2019-02-01 06:40:00,26.47
"298",2019-02-01 06:45:00,26.42
"299",2019-02-01 06:50:00,26.42
"300",2019-02-01 06:55:00,26.42
"301",2019-02-01 07:00:00,26.42
"302",2019-02-01 07:05:00,26.38
"303",2019-02-01 07:10:00,26.42
"304",2019-02-01 07:15:00,26.38
"305",2019-02-01 07:20:00,26.38
"306",2019-02-01 07:25:00,26.38
"307",2019-02-01 07:30:00,26.42
"308",2019-02-01 07:35:00,26.42
"309",2019-02-01 07:40:00,26.77
"310",2019-02-01 07:45:00,26.98
"311",2019-02-01 07:50:00,27.15
"312",2019-02-01 07:55:00,27.24
"313",2019-02-01 08:00:00,27.37
"314",2019-02-01 08:05:00,27.37
"315",2019-02-01 08:10:00,27.28
"316",2019-02-01 08:15:00,27.11
"317",2019-02-01 08:20:00,26.94
"318",2019-02-01 08:25:00,27.02
"319",2019-02-01 08:30:00,27.07
"320",2019-02-01 08:35:00,27.41
"321",2019-02-01 08:40:00,27.58
"322",2019-02-01 08:45:00,27.71
"323",2019-02-01 08:50:00,27.67
"324",2019-02-01 08:55:00,27.54
"325",2019-02-01 09:00:00,27.41
"326",2019-02-01 09:05:00,27.41
"327",2019-02-01 09:10:00,27.41
"328",2019-02-01 09:15:00,27.45
"329",2019-02-01 09:20:00,27.37
"330",2019-02-01 09:25:00,27.45
"331",2019-02-01 09:30:00,27.58
"332",2019-02-01 09:35:00,27.67
"333",2019-02-01 09:40:00,27.75
"334",2019-02-01 09:45:00,27.71
"335",2019-02-01 09:50:00,27.75
"336",2019-02-01 09:55:00,27.75
"337",2019-02-01 10:00:00,27.71
"338",2019-02-01 10:05:00,27.58
"339",2019-02-01 10:10:00,27.5
"340",2019-02-01 10:15:00,27.5
"341",2019-02-01 10:20:00,27.54
"342",2019-02-01 10:25:00,27.5
"343",2019-02-01 10:30:00,27.58
"344",2019-02-01 10:35:00,27.54
"345",2019-02-01 10:40:00,27.58
"346",2019-02-01 10:45:00,27.67
"347",2019-02-01 10:50:00,27.71
"348",2019-02-01 10:55:00,27.93
"349",2019-02-01 11:00:00,27.97
"350",2019-02-01 11:05:00,28.01
"351",2019-02-01 11:10:00,28.1
"352",2019-02-01 11:15:00,28.18
"353",2019-02-01 11:20:00,28.14
"354",2019-02-01 11:25:00,28.1
"355",2019-02-01 11:30:00,27.97
"356",2019-02-01 11:35:00,28.27
"357",2019-02-01 11:40:00,28.35
"358",2019-02-01 11:45:00,28.44
"359",2019-02-01 11:50:00,28.44
"360",2019-02-01 11:55:00,28.57
"361",2019-02-01 12:00:00,28.65
"362",2019-02-01 12:05:00,28.74
"363",2019-02-01 12:10:00,28.74
"364",2019-02-01 12:15:00,28.74
"365",2019-02-01 12:20:00,28.78
"366",2019-02-01 12:25:00,28.83
"367",2019-02-01 12:30:00,28.87
"368",2019-02-01 12:35:00,28.74
"369",2019-02-01 12:40:00,28.83
"370",2019-02-01 12:45:00,29.04
"371",2019-02-01 12:50:00,29.13
"372",2019-02-01 12:55:00,29.21
"373",2019-02-01 13:00:00,29.26
"374",2019-02-01 13:05:00,29.26
"375",2019-02-01 13:10:00,29.3
"376",2019-02-01 13:15:00,29.21
"377",2019-02-01 13:20:00,29.08
"378",2019-02-01 13:25:00,29
"379",2019-02-01 13:30:00,29.04
"380",2019-02-01 13:35:00,29.3
"381",2019-02-01 13:40:00,29.3
"382",2019-02-01 13:45:00,29.13
"383",2019-02-01 13:50:00,29.21
"384",2019-02-01 13:55:00,29.17
"385",2019-02-01 14:00:00,29.08
"386",2019-02-01 14:05:00,29
"387",2019-02-01 14:10:00,28.95
"388",2019-02-01 14:15:00,28.91
"389",2019-02-01 14:20:00,28.91
"390",2019-02-01 14:25:00,28.87
"391",2019-02-01 14:30:00,28.87
"392",2019-02-01 14:35:00,28.78
"393",2019-02-01 14:40:00,28.78
"394",2019-02-01 14:45:00,28.7
"395",2019-02-01 14:50:00,28.7
"396",2019-02-01 14:55:00,28.65
"397",2019-02-01 15:00:00,28.65
"398",2019-02-01 15:05:00,28.61
"399",2019-02-01 15:10:00,28.61
"400",2019-02-01 15:15:00,28.57
"401",2019-02-01 15:20:00,28.48
"402",2019-02-01 15:25:00,28.48
"403",2019-02-01 15:30:00,28.44
"404",2019-02-01 15:35:00,28.44
"405",2019-02-01 15:40:00,28.44
"406",2019-02-01 15:45:00,28.48
"407",2019-02-01 15:50:00,28.48
"408",2019-02-01 15:55:00,28.53
"409",2019-02-01 16:00:00,28.53
"410",2019-02-01 16:05:00,28.53
"411",2019-02-01 16:10:00,28.57
"412",2019-02-01 16:15:00,28.61
"413",2019-02-01 16:20:00,28.61
"414",2019-02-01 16:25:00,28.57
"415",2019-02-01 16:30:00,28.57
"416",2019-02-01 16:35:00,28.53
"417",2019-02-01 16:40:00,28.53
"418",2019-02-01 16:45:00,28.48
"419",2019-02-01 16:50:00,28.44
"420",2019-02-01 16:55:00,28.44
"421",2019-02-01 17:00:00,28.44
"422",2019-02-01 17:05:00,28.4
"423",2019-02-01 17:10:00,28.4
"424",2019-02-01 17:15:00,28.4
"425",2019-02-01 17:20:00,28.35
"426",2019-02-01 17:25:00,28.31
"427",2019-02-01 17:30:00,28.31
"428",2019-02-01 17:35:00,28.31
"429",2019-02-01 17:40:00,28.31
"430",2019-02-01 17:45:00,28.31
"431",2019-02-01 17:50:00,28.31
"432",2019-02-01 17:55:00,28.35
"433",2019-02-01 18:00:00,28.4
"434",2019-02-01 18:05:00,28.4
"435",2019-02-01 18:10:00,28.35
"436",2019-02-01 18:15:00,28.44
"437",2019-02-01 18:20:00,28.44
"438",2019-02-01 18:25:00,28.44
"439",2019-02-01 18:30:00,28.44
"440",2019-02-01 18:35:00,28.53
"441",2019-02-01 18:40:00,28.48
"442",2019-02-01 18:45:00,28.48
"443",2019-02-01 18:50:00,28.48
