"","date","Temp"
"1",2019-01-31 06:00:00,26.39
"2",2019-01-31 06:05:00,26.39
"3",2019-01-31 06:10:00,26.39
"4",2019-01-31 06:15:00,26.39
"5",2019-01-31 06:20:00,26.39
"6",2019-01-31 06:25:00,26.39
"7",2019-01-31 06:30:00,26.39
"8",2019-01-31 06:35:00,26.39
"9",2019-01-31 06:40:00,26.39
"10",2019-01-31 06:45:00,26.39
"11",2019-01-31 06:50:00,26.39
"12",2019-01-31 06:55:00,26.39
"13",2019-01-31 07:00:00,26.39
"14",2019-01-31 07:05:00,26.488
"15",2019-01-31 07:10:00,26.488
"16",2019-01-31 07:15:00,26.488
"17",2019-01-31 07:20:00,26.585
"18",2019-01-31 07:25:00,26.585
"19",2019-01-31 07:30:00,26.585
"20",2019-01-31 07:35:00,26.585
"21",2019-01-31 07:40:00,26.683
"22",2019-01-31 07:45:00,26.683
"23",2019-01-31 07:50:00,26.879
"24",2019-01-31 07:55:00,26.977
"25",2019-01-31 08:00:00,26.977
"26",2019-01-31 08:05:00,27.075
"27",2019-01-31 08:10:00,27.075
"28",2019-01-31 08:15:00,27.075
"29",2019-01-31 08:20:00,27.173
"30",2019-01-31 08:25:00,27.173
"31",2019-01-31 08:30:00,27.272
"32",2019-01-31 08:35:00,27.272
"33",2019-01-31 08:40:00,27.272
"34",2019-01-31 08:45:00,27.37
"35",2019-01-31 08:50:00,27.37
"36",2019-01-31 08:55:00,27.468
"37",2019-01-31 09:00:00,27.468
"38",2019-01-31 09:05:00,27.468
"39",2019-01-31 09:10:00,27.567
"40",2019-01-31 09:15:00,27.567
"41",2019-01-31 09:20:00,27.665
"42",2019-01-31 09:25:00,27.665
"43",2019-01-31 09:30:00,27.665
"44",2019-01-31 09:35:00,27.665
"45",2019-01-31 09:40:00,27.764
"46",2019-01-31 09:45:00,27.764
"47",2019-01-31 09:50:00,27.764
"48",2019-01-31 09:55:00,27.862
"49",2019-01-31 10:00:00,27.862
"50",2019-01-31 10:05:00,27.961
"51",2019-01-31 10:10:00,27.961
"52",2019-01-31 10:15:00,28.06
"53",2019-01-31 10:20:00,28.06
"54",2019-01-31 10:25:00,28.159
"55",2019-01-31 10:30:00,28.159
"56",2019-01-31 10:35:00,28.258
"57",2019-01-31 10:40:00,28.357
"58",2019-01-31 10:45:00,28.357
"59",2019-01-31 10:50:00,28.456
"60",2019-01-31 10:55:00,28.555
"61",2019-01-31 11:00:00,28.655
"62",2019-01-31 11:05:00,28.655
"63",2019-01-31 11:10:00,28.754
"64",2019-01-31 11:15:00,28.853
"65",2019-01-31 11:20:00,28.853
"66",2019-01-31 11:25:00,28.853
"67",2019-01-31 11:30:00,28.953
"68",2019-01-31 11:35:00,28.953
"69",2019-01-31 11:40:00,29.053
"70",2019-01-31 11:45:00,29.152
"71",2019-01-31 11:50:00,29.252
"72",2019-01-31 11:55:00,29.352
"73",2019-01-31 12:00:00,29.352
"74",2019-01-31 12:05:00,29.352
"75",2019-01-31 12:10:00,29.452
"76",2019-01-31 12:15:00,29.452
"77",2019-01-31 12:20:00,29.452
"78",2019-01-31 12:25:00,29.552
"79",2019-01-31 12:30:00,29.552
"80",2019-01-31 12:35:00,29.352
"81",2019-01-31 12:40:00,29.352
"82",2019-01-31 12:45:00,29.452
"83",2019-01-31 12:50:00,29.552
"84",2019-01-31 12:55:00,29.652
"85",2019-01-31 13:00:00,29.652
"86",2019-01-31 13:05:00,29.652
"87",2019-01-31 13:10:00,29.652
"88",2019-01-31 13:15:00,29.652
"89",2019-01-31 13:20:00,29.652
"90",2019-01-31 13:25:00,29.652
"91",2019-01-31 13:30:00,29.652
"92",2019-01-31 13:35:00,29.652
"93",2019-01-31 13:40:00,29.652
"94",2019-01-31 13:45:00,29.652
"95",2019-01-31 13:50:00,29.652
"96",2019-01-31 13:55:00,29.752
"97",2019-01-31 14:00:00,29.652
"98",2019-01-31 14:05:00,29.752
"99",2019-01-31 14:10:00,29.752
"100",2019-01-31 14:15:00,29.652
"101",2019-01-31 14:20:00,29.652
"102",2019-01-31 14:25:00,29.552
"103",2019-01-31 14:30:00,29.652
"104",2019-01-31 14:35:00,29.752
"105",2019-01-31 14:40:00,29.752
"106",2019-01-31 14:45:00,29.752
"107",2019-01-31 14:50:00,29.853
"108",2019-01-31 14:55:00,29.752
"109",2019-01-31 15:00:00,29.752
"110",2019-01-31 15:05:00,29.752
"111",2019-01-31 15:10:00,29.752
"112",2019-01-31 15:15:00,29.752
"113",2019-01-31 15:20:00,29.752
"114",2019-01-31 15:25:00,29.752
"115",2019-01-31 15:30:00,29.752
"116",2019-01-31 15:35:00,29.752
"117",2019-01-31 15:40:00,29.752
"118",2019-01-31 15:45:00,29.652
"119",2019-01-31 15:50:00,29.652
"120",2019-01-31 15:55:00,29.552
"121",2019-01-31 16:00:00,29.452
"122",2019-01-31 16:05:00,29.452
"123",2019-01-31 16:10:00,29.352
"124",2019-01-31 16:15:00,29.252
"125",2019-01-31 16:20:00,29.152
"126",2019-01-31 16:25:00,29.152
"127",2019-01-31 16:30:00,29.152
"128",2019-01-31 16:35:00,29.053
"129",2019-01-31 16:40:00,29.053
