"","Day","Trajectory","Flow","Treatment","Tank..","Coral","F0","Fm","Yield"
"368",11,"Control","Low","Control Low","1","F..2",0.15824,0.42304,0.626
"369",11,"Control","Low","Control Low","1","F..3",0.16,0.4293,0.6266
"370",11,"Control","Low","Control Low","2","F..1",0.14224,0.37462,0.6188
"371",11,"Control","Low","Control Low","2","F..2",0.1601,0.38618,0.5848
"372",11,"Control","Low","Control Low","2","F..3",0.13158,0.34274,0.6144
"373",11,"Protective","High","Protective High","1","F..1",0.14756,0.3839,0.6154
"374",11,"Protective","High","Protective High","1","F..2",0.12432,0.30392,0.5896
"375",11,"Protective","High","Protective High","1","F..3",0.15114,0.33138,0.5414
"376",11,"Protective","High","Protective High","2","F..1",0.18796,0.37128,0.4934
"377",11,"Protective","High","Protective High","2","F..2",0.15266,0.33392,0.5422
"378",11,"Protective","High","Protective High","2","F..3",0.14052,0.34304,0.5892
"379",11,"Protective","Low","Protective Low","1","F..1",0.1541,0.37166,0.5842
"380",11,"Protective","Low","Protective Low","1","F..2",0.15822,0.43716,0.637
"381",11,"Protective","Low","Protective Low","1","F..3",0.14148,0.33686,0.5802
"382",11,"Protective","Low","Protective Low","2","F..1",0.1242,0.29834,0.5838
"383",11,"Protective","Low","Protective Low","2","F..2",0.14862,0.33784,0.5588
"384",11,"Protective","Low","Protective Low","2","F..3",0.16214,0.38648,0.5802
"385",11,"Single","High","Single High","1","F..1",0.13226,0.30412,0.5632
"386",11,"Single","High","Single High","1","F..2",0.13294,0.32834,0.5922
"387",11,"Single","High","Single High","1","F..3",0.13766,0.34804,0.6038
"388",11,"Single","High","Single High","2","F..1",0.16802,0.37892,0.5548
"389",11,"Single","High","Single High","2","F..2",0.17342,0.38224,0.5442
"390",11,"Single","High","Single High","2","F..3",0.16684,0.349,0.5194
"391",11,"Single","Low","Single Low","1","F..1",0.1599,0.40862,0.605
"392",11,"Single","Low","Single Low","1","F..2",0.14186,0.33618,0.5762
"393",11,"Single","Low","Single Low","1","F..3",0.17196,0.38814,0.5534
"394",11,"Single","Low","Single Low","2","F..1",0.15324,0.37326,0.5894
"395",11,"Single","Low","Single Low","2","F..2",0.14962,0.38048,0.6056
"396",11,"Single","Low","Single Low","2","F..3",0.16598,0.36626,0.5438
"397",12,"Control","High","Control High","1","F..1",0.13686,0.3561,0.6158
"398",12,"Control","High","Control High","1","F..2",0.14334,0.33354,0.5696
"399",12,"Control","High","Control High","1","F..3",0.14784,0.39786,0.6278
"400",12,"Control","High","Control High","2","F..1",0.14834,0.31864,0.532
"401",12,"Control","High","Control High","2","F..2",0.13412,0.35842,0.6258
"402",12,"Control","High","Control High","2","F..3",0.15492,0.41314,0.6238
"403",12,"Control","Low","Control Low","1","F..1",0.13736,0.32874,0.5804
"404",12,"Control","Low","Control Low","1","F..2",0.1559,0.41734,0.6262
"405",12,"Control","Low","Control Low","1","F..3",0.13716,0.38668,0.6452
"406",12,"Control","Low","Control Low","2","F..1",0.12854,0.339,0.62
"407",12,"Control","Low","Control Low","2","F..2",0.14636,0.38098,0.6154
"408",12,"Control","Low","Control Low","2","F..3",0.13862,0.36924,0.6228
"409",12,"Protective","High","Protective High","1","F..1",0.13302,0.3756,0.644
"410",12,"Protective","High","Protective High","1","F..2",0.12048,0.3142,0.616
"411",12,"Protective","High","Protective High","1","F..3",0.14942,0.36482,0.5894
"412",12,"Protective","High","Protective High","2","F..1",0.17852,0.36608,0.5132
"413",12,"Protective","High","Protective High","2","F..2",0.14628,0.33784,0.567
"414",12,"Protective","High","Protective High","2","F..3",0.13136,0.32688,0.597
"415",12,"Protective","Low","Protective Low","1","F..1",0.12952,0.30786,0.5776
"416",12,"Protective","Low","Protective Low","1","F..2",0.15678,0.42218,0.6284
"417",12,"Protective","Low","Protective Low","1","F..3",0.14618,0.35804,0.5916
"418",12,"Protective","Low","Protective Low","2","F..1",0.13332,0.33852,0.6042
"419",12,"Protective","Low","Protective Low","2","F..2",0.16834,0.38932,0.5672
"420",12,"Protective","Low","Protective Low","2","F..3",0.15854,0.36952,0.571
"421",12,"Single","High","Single High","1","F..1",0.13314,0.30568,0.563
"422",12,"Single","High","Single High","1","F..2",0.15736,0.36168,0.5606
"423",12,"Single","High","Single High","1","F..3",0.14658,0.3748,0.6084
"424",12,"Single","High","Single High","2","F..1",0.1559,0.35724,0.562
"425",12,"Single","High","Single High","2","F..2",0.16736,0.36686,0.5412
"426",12,"Single","High","Single High","2","F..3",0.16568,0.41528,0.5992
"427",12,"Single","Low","Single Low","1","F..1",0.16482,0.3851,0.5708
"428",12,"Single","Low","Single Low","1","F..2",0.1489,0.34568,0.5686
"429",12,"Single","Low","Single Low","1","F..3",0.18186,0.4005,0.5448
"430",12,"Single","Low","Single Low","2","F..1",0.14586,0.37934,0.6152
"431",12,"Single","Low","Single Low","2","F..2",0.14648,0.36508,0.5968
"432",12,"Single","Low","Single Low","2","F..3",0.1449,0.3708,0.6086
"433",13,"Control","High","Control High","1","F..1",0.14746,0.38766,0.6192
"434",13,"Control","High","Control High","1","F..2",0.13156,0.3143,0.5798
"435",13,"Control","High","Control High","1","F..3",0.15972,0.4202,0.6204
"436",13,"Control","High","Control High","2","F..1",0.14774,0.31658,0.534
"437",13,"Control","High","Control High","2","F..2",0.13256,0.34144,0.611
"438",13,"Control","High","Control High","2","F..3",0.14854,0.39668,0.6256
"439",13,"Control","Low","Control Low","1","F..1",0.1496,0.35714,0.5798
"440",13,"Control","Low","Control Low","1","F..2",0.16432,0.45158,0.6362
"441",13,"Control","Low","Control Low","1","F..3",0.14922,0.40734,0.6336
"442",13,"Control","Low","Control Low","2","F..1",0.14548,0.35354,0.5884
"443",13,"Control","Low","Control Low","2","F..2",0.14372,0.36678,0.6072
"444",13,"Control","Low","Control Low","2","F..3",0.13756,0.29352,0.5328
"445",13,"Protective","High","Protective High","1","F..1",0.12862,0.35528,0.6378
"446",13,"Protective","High","Protective High","1","F..2",0.12384,0.325,0.6188
"447",13,"Protective","High","Protective High","1","F..3",0.1296,0.32128,0.5966
"448",13,"Protective","High","Protective High","2","F..1",0.16854,0.40508,0.5836
"449",13,"Protective","High","Protective High","2","F..2",0.13776,0.30146,0.544
"450",13,"Protective","High","Protective High","2","F..3",0.12402,0.31224,0.6016
"451",13,"Protective","Low","Protective Low","1","F..1",0.14796,0.39608,0.6258
"452",13,"Protective","Low","Protective Low","1","F..2",0.15312,0.41266,0.6292
"453",13,"Protective","Low","Protective Low","1","F..3",0.14578,0.32136,0.5472
"454",13,"Protective","Low","Protective Low","2","F..1",0.13656,0.335,0.5616
"455",13,"Protective","Low","Protective Low","2","F..2",0.1546,0.35256,0.575
"456",13,"Protective","Low","Protective Low","2","F..3",0.19452,0.4635,0.5445
"457",13,"Single","High","Single High","1","F..1",0.13334,0.30186,0.5574
"458",13,"Single","High","Single High","1","F..2",0.14528,0.3607,0.5944
"459",13,"Single","High","Single High","1","F..3",0.14688,0.37,0.602
"460",13,"Single","High","Single High","2","F..1",0.1545,0.36138,0.5726
"461",13,"Single","High","Single High","2","F..2",0.15538,0.3742,0.5834
"462",13,"Single","High","Single High","2","F..3",0.15382,0.34794,0.5552
"463",13,"Single","Low","Single Low","1","F..1",0.1705,0.39254,0.5638
"464",13,"Single","Low","Single Low","1","F..2",0.14882,0.34776,0.57
"465",13,"Single","Low","Single Low","1","F..3",0.1452,0.37384,0.61
"466",13,"Single","Low","Single Low","2","F..1",0.15698,0.36186,0.5662
"467",13,"Single","Low","Single Low","2","F..2",0.14332,0.35764,0.5976
"468",13,"Single","Low","Single Low","2","F..3",0.15472,0.37342,0.5852
"469",14,"Control","High","Control High","1","F..1",0.1398,0.341,0.588
"470",14,"Control","High","Control High","1","F..2",0.1548,0.36814,0.5776
"471",14,"Control","High","Control High","1","F..3",0.11882,0.29422,0.5974
"472",14,"Control","High","Control High","2","F..1",0.15658,0.3201,0.5116
"473",14,"Control","High","Control High","2","F..2",0.15962,0.35892,0.5538
"474",14,"Control","High","Control High","2","F..3",0.16972,0.41374,0.5892
"475",14,"Control","Low","Control Low","1","F..1",0.1544,0.34834,0.5542
"476",14,"Control","Low","Control Low","1","F..2",0.16588,0.43962,0.6226
"477",14,"Control","Low","Control Low","1","F..3",0.13844,0.339,0.5918
"478",14,"Control","Low","Control Low","2","F..1",0.1363,0.30716,0.5506
"479",14,"Control","Low","Control Low","2","F..2",0.1604,0.40244,0.601
"480",14,"Control","Low","Control Low","2","F..3",0.14442,0.37842,0.6162
"481",14,"Protective","High","Protective High","1","F..1",0.1352,0.34136,0.604
"482",14,"Protective","High","Protective High","1","F..2",0.12904,0.29972,0.5694
"483",14,"Protective","High","Protective High","1","F..3",0.14146,0.33718,0.5798
"484",14,"Protective","High","Protective High","2","F..1",0.18266,0.36972,0.505
"485",14,"Protective","High","Protective High","2","F..2",0.16912,0.3555,0.5238
"486",14,"Protective","High","Protective High","2","F..3",0.12874,0.31792,0.595
"487",14,"Protective","Low","Protective Low","1","F..1",0.1599,0.34344,0.5336
"488",14,"Protective","Low","Protective Low","1","F..2",0.16068,0.38196,0.5782
"489",14,"Protective","Low","Protective Low","1","F..3",0.1551,0.32578,0.5244
"490",14,"Protective","Low","Protective Low","2","F..1",0.13186,0.3139,0.5788
"491",14,"Protective","Low","Protective Low","2","F..2",0.1647,0.32668,0.4944
"492",14,"Protective","Low","Protective Low","2","F..3",0.17272,0.37352,0.5366
"493",14,"Single","High","Single High","1","F..1",0.13382,0.29384,0.5442
"494",14,"Single","High","Single High","1","F..2",0.1305,0.2916,0.5506
"495",14,"Single","High","Single High","1","F..3",0.15824,0.36968,0.5722
"496",14,"Single","High","Single High","2","F..1",0.14736,0.3231,0.5436
"497",14,"Single","High","Single High","2","F..2",0.15628,0.34834,0.5506
"498",14,"Single","High","Single High","2","F..3",0.16568,0.31932,0.48
"499",14,"Single","Low","Single Low","1","F..1",0.17698,0.3701,0.5182
"500",14,"Single","Low","Single Low","1","F..2",0.13658,0.30324,0.547
"501",14,"Single","Low","Single Low","1","F..3",0.17724,0.39196,0.547
"502",14,"Single","Low","Single Low","2","F..1",0.17166,0.4015,0.5726
"503",14,"Single","Low","Single Low","2","F..2",0.15012,0.31168,0.5182
"504",14,"Single","Low","Single Low","2","F..3",0.15792,0.33058,0.5156
"505",15,"Control","High","Control High","1","F..1",0.15502,0.38058,0.5928
"506",15,"Control","High","Control High","1","F..2",0.13734,0.31422,0.5628
"507",15,"Control","High","Control High","1","F..3",0.149,0.39704,0.6234
"508",15,"Control","High","Control High","2","F..1",0.1611,0.33814,0.525
"509",15,"Control","High","Control High","2","F..2",0.1646,0.39676,0.5824
"510",15,"Control","High","Control High","2","F..3",0.1648,0.45108,0.634
"511",15,"Control","Low","Control Low","1","F..1",0.1501,0.36452,0.5872
"512",15,"Control","Low","Control Low","1","F..2",0.16324,0.44638,0.6344
"513",15,"Control","Low","Control Low","1","F..3",0.145,0.38048,0.619
"514",15,"Control","Low","Control Low","2","F..1",0.14726,0.36758,0.5988
"515",15,"Control","Low","Control Low","2","F..2",0.15716,0.37402,0.5802
"516",15,"Control","Low","Control Low","2","F..3",0.1412,0.34272,0.5874
"517",15,"Protective","High","Protective High","1","F..1",0.14214,0.37608,0.622
"518",15,"Protective","High","Protective High","1","F..2",0.14372,0.3805,0.6214
"519",15,"Protective","High","Protective High","1","F..3",0.1299,0.3137,0.5856
"520",15,"Protective","High","Protective High","2","F..1",0.1738,0.3946,0.5594
"521",15,"Protective","High","Protective High","2","F..2",0.15186,0.3556,0.5718
"522",15,"Protective","High","Protective High","2","F..3",0.1454,0.3596,0.5926
"523",15,"Protective","Low","Protective Low","1","F..1",0.15558,0.37806,0.5866
"524",15,"Protective","Low","Protective Low","1","F..2",0.17364,0.44588,0.6094
"525",15,"Protective","Low","Protective Low","1","F..3",0.16914,0.34804,0.5134
"526",15,"Protective","Low","Protective Low","2","F..1",0.12274,0.30716,0.597
"527",15,"Protective","Low","Protective Low","2","F..2",0.17214,0.40834,0.5778
"528",15,"Protective","Low","Protective Low","2","F..3",0.17796,0.36382,0.5126
"529",15,"Single","High","Single High","1","F..1",0.13968,0.33334,0.5786
"530",15,"Single","High","Single High","1","F..2",0.1355,0.345,0.6066
"531",15,"Single","High","Single High","1","F..3",0.15058,0.3598,0.5806
"532",15,"Single","High","Single High","2","F..1",0.1748,0.37166,0.5288
"533",15,"Single","High","Single High","2","F..2",0.15726,0.33578,0.5332
"534",15,"Single","High","Single High","2","F..3",0.16558,0.34814,0.523
"535",15,"Single","Low","Single Low","1","F..1",0.18784,0.36924,0.4914
"536",15,"Single","Low","Single Low","1","F..2",0.1653,0.31126,0.468
"537",15,"Single","Low","Single Low","1","F..3",0.18198,0.34852,0.4778
"538",15,"Single","Low","Single Low","2","F..1",0.16852,0.3644,0.5392
"539",15,"Single","Low","Single Low","2","F..2",0.14186,0.34216,0.5846
"540",15,"Single","Low","Single Low","2","F..3",0.17138,0.34804,0.5122
"541",16,"Control","High","Control High","1","F..1",0.15174,0.3794,0.6002
"542",16,"Control","High","Control High","1","F..2",0.14558,0.34646,0.578
"543",16,"Control","High","Control High","1","F..3",0.15676,0.39706,0.6044
"544",16,"Control","High","Control High","2","F..1",0.15628,0.33442,0.5332
"545",16,"Control","High","Control High","2","F..2",0.16178,0.42686,0.6208
"546",16,"Control","High","Control High","2","F..3",0.15098,0.38716,0.6096
"547",16,"Control","Low","Control Low","1","F..1",0.14686,0.37726,0.6104
"548",16,"Control","Low","Control Low","1","F..2",0.16118,0.44572,0.6384
"549",16,"Control","Low","Control Low","1","F..3",0.14266,0.37042,0.6144
"550",16,"Control","Low","Control Low","2","F..1",0.13472,0.32872,0.59
"551",16,"Control","Low","Control Low","2","F..2",0.15178,0.384,0.6046
"552",16,"Control","Low","Control Low","2","F..3",0.15528,0.39248,0.6028
"553",16,"Protective","High","Protective High","1","F..1",0.1447,0.3802,0.6194
"554",16,"Protective","High","Protective High","1","F..2",0.13216,0.32118,0.5886
"555",16,"Protective","High","Protective High","1","F..3",0.15354,0.38578,0.6006
"556",16,"Protective","High","Protective High","2","F..1",0.1704,0.36804,0.537
"557",16,"Protective","High","Protective High","2","F..2",0.15342,0.33932,0.5452
"558",16,"Protective","High","Protective High","2","F..3",0.13762,0.33108,0.5836
"559",16,"Protective","Low","Protective Low","1","F..1",0.16258,0.36414,0.5528
"560",16,"Protective","Low","Protective Low","1","F..2",0.17978,0.46246,0.611
"561",16,"Protective","Low","Protective Low","1","F..3",0.17068,0.34018,0.4986
"562",16,"Protective","Low","Protective Low","2","F..1",0.13638,0.3351,0.591
"563",16,"Protective","Low","Protective Low","2","F..2",0.19784,0.37796,0.477
"564",16,"Protective","Low","Protective Low","2","F..3",0.18008,0.39528,0.5444
"565",16,"Single","High","Single High","1","F..1",0.13354,0.29794,0.5514
"566",16,"Single","High","Single High","1","F..2",0.13314,0.30462,0.5634
"567",16,"Single","High","Single High","1","F..3",0.15116,0.38226,0.6036
"568",16,"Single","High","Single High","2","F..1",0.18342,0.33796,0.4576
"569",16,"Single","High","Single High","2","F..2",0.17124,0.3658,0.5316
"570",16,"Single","High","Single High","2","F..3",0.18002,0.35962,0.4986
"571",16,"Single","Low","Single Low","1","F..1",0.15676,0.36842,0.5744
"572",16,"Single","Low","Single Low","1","F..2",0.15666,0.35932,0.5638
"573",16,"Single","Low","Single Low","1","F..3",0.18806,0.38706,0.5146
"574",16,"Single","Low","Single Low","2","F..1",0.1845,0.39244,0.5308
"575",16,"Single","Low","Single Low","2","F..2",0.17698,0.36264,0.5124
"576",16,"Single","Low","Single Low","2","F..3",0.1754,0.35636,0.5082
"577",17,"Control","High","Control High","1","F..1",0.1496,0.3694,0.5948
"578",17,"Control","High","Control High","1","F..2",0.14128,0.33736,0.58
"579",17,"Control","High","Control High","1","F..3",0.16226,0.4148,0.609
"580",17,"Control","High","Control High","2","F..1",0.15002,0.30718,0.513
"581",17,"Control","High","Control High","2","F..2",0.15744,0.38706,0.5924
"582",17,"Control","High","Control High","2","F..3",0.15098,0.38894,0.6106
"583",17,"Control","Low","Control Low","1","F..1",0.14834,0.34716,0.5726
"584",17,"Control","Low","Control Low","1","F..2",0.15854,0.4408,0.64
"585",17,"Control","Low","Control Low","1","F..3",0.1393,0.38186,0.6354
"586",17,"Control","Low","Control Low","2","F..1",0.14366,0.37028,0.6118
"587",17,"Control","Low","Control Low","2","F..2",0.15628,0.38098,0.5894
"588",17,"Control","Low","Control Low","2","F..3",0.1395,0.3495,0.5994
"589",17,"Protective","High","Protective High","1","F..1",0.14998,0.38942,0.6148
"590",17,"Protective","High","Protective High","1","F..2",0.13676,0.3339,0.5902
"591",17,"Protective","High","Protective High","1","F..3",0.1403,0.35126,0.6002
"592",17,"Protective","High","Protective High","2","F..1",0.16776,0.4093,0.5894
"593",17,"Protective","High","Protective High","2","F..2",0.16814,0.36492,0.5398
"594",17,"Protective","High","Protective High","2","F..3",0.1448,0.35998,0.5974
"595",17,"Protective","Low","Protective Low","1","F..1",0.15402,0.37078,0.582
"596",17,"Protective","Low","Protective Low","1","F..2",0.16636,0.42648,0.6098
"597",17,"Protective","Low","Protective Low","1","F..3",0.14728,0.34656,0.5758
"598",17,"Protective","Low","Protective Low","2","F..1",0.14254,0.37834,0.6252
"599",17,"Protective","Low","Protective Low","2","F..2",0.17116,0.42864,0.6004
"600",17,"Protective","Low","Protective Low","2","F..3",0.18126,0.41912,0.5684
"601",17,"Single","High","Single High","1","F..1",0.13284,0.30166,0.559
"602",17,"Single","High","Single High","1","F..2",0.159,0.33196,0.5268
"603",17,"Single","High","Single High","1","F..3",0.14414,0.34508,0.5816
"604",17,"Single","High","Single High","2","F..1",0.17362,0.34882,0.5016
"605",17,"Single","High","Single High","2","F..2",0.16028,0.37176,0.568
"606",17,"Single","High","Single High","2","F..3",0.1503,0.36148,0.582
"607",17,"Single","Low","Single Low","1","F..1",0.16598,0.3802,0.563
"608",17,"Single","Low","Single Low","1","F..2",0.16728,0.33854,0.5042
"609",17,"Single","Low","Single Low","1","F..3",0.17854,0.4033,0.557
"610",17,"Single","Low","Single Low","2","F..1",0.17234,0.40068,0.5706
"611",17,"Single","Low","Single Low","2","F..2",0.16454,0.3603,0.543
"612",17,"Single","Low","Single Low","2","F..3",0.17272,0.38596,0.553
"613",18,"Control","High","Control High","1","F..1",0.1496,0.3694,0.5948
"614",18,"Control","High","Control High","1","F..2",0.14128,0.33736,0.58
"615",18,"Control","High","Control High","1","F..3",0.16226,0.4148,0.609
"616",18,"Control","High","Control High","2","F..1",0.15002,0.30718,0.513
"617",18,"Control","High","Control High","2","F..2",0.15744,0.38706,0.5924
"618",18,"Control","High","Control High","2","F..3",0.15098,0.38894,0.6106
"619",18,"Control","Low","Control Low","1","F..1",0.14834,0.34716,0.5726
"620",18,"Control","Low","Control Low","1","F..2",0.15854,0.4408,0.64
"621",18,"Control","Low","Control Low","1","F..3",0.1393,0.38186,0.6354
"622",18,"Control","Low","Control Low","2","F..1",0.14366,0.37028,0.6118
"623",18,"Control","Low","Control Low","2","F..2",0.15628,0.38098,0.5894
"624",18,"Control","Low","Control Low","2","F..3",0.1395,0.3495,0.5994
"625",18,"Protective","High","Protective High","1","F..1",0.14998,0.38942,0.6148
"626",18,"Protective","High","Protective High","1","F..2",0.13676,0.3339,0.5902
"627",18,"Protective","High","Protective High","1","F..3",0.1403,0.35126,0.6002
"628",18,"Protective","High","Protective High","2","F..1",0.16776,0.4093,0.5894
"629",18,"Protective","High","Protective High","2","F..2",0.16814,0.36492,0.5398
"630",18,"Protective","High","Protective High","2","F..3",0.1448,0.35998,0.5974
"631",18,"Protective","Low","Protective Low","1","F..1",0.15402,0.37078,0.582
"632",18,"Protective","Low","Protective Low","1","F..2",0.16636,0.42648,0.6098
"633",18,"Protective","Low","Protective Low","1","F..3",0.14728,0.34656,0.5758
"634",18,"Protective","Low","Protective Low","2","F..1",0.14254,0.37834,0.6252
"635",18,"Protective","Low","Protective Low","2","F..2",0.17116,0.42864,0.6004
"636",18,"Protective","Low","Protective Low","2","F..3",0.18126,0.41912,0.5684
"637",18,"Single","High","Single High","1","F..1",0.13284,0.30166,0.559
"638",18,"Single","High","Single High","1","F..2",0.159,0.33196,0.5268
"639",18,"Single","High","Single High","1","F..3",0.14414,0.34508,0.5816
"640",18,"Single","High","Single High","2","F..1",0.17362,0.34882,0.5016
"641",18,"Single","High","Single High","2","F..2",0.16028,0.37176,0.568
"642",18,"Single","High","Single High","2","F..3",0.1503,0.36148,0.582
"643",18,"Single","Low","Single Low","1","F..1",0.16598,0.3802,0.563
"644",18,"Single","Low","Single Low","1","F..2",0.16728,0.33854,0.5042
"645",18,"Single","Low","Single Low","1","F..3",0.17854,0.4033,0.557
"646",18,"Single","Low","Single Low","2","F..1",0.17234,0.40068,0.5706
"647",18,"Single","Low","Single Low","2","F..2",0.16454,0.3603,0.543
"648",18,"Single","Low","Single Low","2","F..3",0.17272,0.38596,0.553
"649",19,"Control","High","Control High","1","F..1",0.12794,0.3146,0.5926
"650",19,"Control","High","Control High","1","F..2",0.14998,0.3654,0.5884
"651",19,"Control","High","Control High","1","F..3",0.14864,0.38952,0.617
"652",19,"Control","High","Control High","2","F..1",0.15392,0.33696,0.543
"653",19,"Control","High","Control High","2","F..2",0.14726,0.3658,0.597
"654",19,"Control","High","Control High","2","F..3",0.14942,0.39128,0.6164
"655",19,"Control","Low","Control Low","1","F..1",0.12686,0.33676,0.6218
"656",19,"Control","Low","Control Low","1","F..2",0.155,0.41872,0.629
"657",19,"Control","Low","Control Low","1","F..3",0.1488,0.39942,0.627
"658",19,"Control","Low","Control Low","2","F..1",0.15264,0.39696,0.6134
"659",19,"Control","Low","Control Low","2","F..2",0.14842,0.38334,0.6116
"660",19,"Control","Low","Control Low","2","F..3",0.13188,0.33078,0.6
"661",19,"Protective","High","Protective High","1","F..1",0.12608,0.35232,0.641
"662",19,"Protective","High","Protective High","1","F..2",0.11796,0.28736,0.5894
"663",19,"Protective","High","Protective High","1","F..3",0.1301,0.34,0.6168
"664",19,"Protective","High","Protective High","2","F..1",0.20442,0.38952,0.4754
"665",19,"Protective","High","Protective High","2","F..2",0.14894,0.34334,0.5664
"666",19,"Protective","High","Protective High","2","F..3",0.15088,0.3202,0.529
"667",19,"Protective","Low","Protective Low","1","F..1",0.16226,0.39424,0.5888
"668",19,"Protective","Low","Protective Low","1","F..2",0.16402,0.45314,0.6378
"669",19,"Protective","Low","Protective Low","1","F..3",0.13548,0.3243,0.5798
"670",19,"Protective","Low","Protective Low","2","F..1",0.13716,0.33764,0.592
"671",19,"Protective","Low","Protective Low","2","F..2",0.17234,0.38812,0.556
"672",19,"Protective","Low","Protective Low","2","F..3",0.1841,0.41734,0.5602
"673",19,"Single","High","Single High","1","F..1",0.15312,0.33296,0.5402
"674",19,"Single","High","Single High","1","F..2",0.15764,0.3603,0.5646
"675",19,"Single","High","Single High","1","F..3",0.14404,0.36032,0.5998
"676",19,"Single","High","Single High","2","F..1",0.16968,0.29452,0.4224
"677",19,"Single","High","Single High","2","F..2",0.1865,0.38402,0.5144
"678",19,"Single","High","Single High","2","F..3",0.19038,0.37832,0.4956
"679",19,"Single","Low","Single Low","1","F..1",0.1849,0.38012,0.514
"680",19,"Single","Low","Single Low","1","F..2",0.14774,0.32626,0.5472
"681",19,"Single","Low","Single Low","1","F..3",0.17402,0.39158,0.5552
"682",19,"Single","Low","Single Low","2","F..1",0.18872,0.37954,0.5026
"683",19,"Single","Low","Single Low","2","F..2",0.17246,0.37,0.5332
"684",19,"Single","Low","Single Low","2","F..3",0.17784,0.33214,0.4616
"685",20,"Control","High","Control High","1","F..1",0.14236,0.36618,0.6116
"686",20,"Control","High","Control High","1","F..2",0.14814,0.35786,0.5862
"687",20,"Control","High","Control High","1","F..3",0.15962,0.40852,0.6092
"688",20,"Control","High","Control High","2","F..1",0.15146,0.32246,0.5296
"689",20,"Control","High","Control High","2","F..2",0.15138,0.36058,0.5802
"690",20,"Control","High","Control High","2","F..3",0.17038,0.415,0.5888
"691",20,"Control","Low","Control Low","1","F..1",0.13578,0.37284,0.6348
"692",20,"Control","Low","Control Low","1","F..2",0.16548,0.44452,0.6274
"693",20,"Control","Low","Control Low","1","F..3",0.13138,0.35882,0.634
"694",20,"Control","Low","Control Low","2","F..1",0.15148,0.38354,0.6036
"695",20,"Control","Low","Control Low","2","F..2",0.15226,0.38272,0.6024
"696",20,"Control","Low","Control Low","2","F..3",0.1502,0.38324,0.607
"697",20,"Protective","High","Protective High","1","F..1",0.1502,0.40028,0.625
"698",20,"Protective","High","Protective High","1","F..2",0.13166,0.32176,0.5908
"699",20,"Protective","High","Protective High","1","F..3",0.14944,0.38078,0.6074
"700",20,"Protective","High","Protective High","2","F..1",0.16666,0.38168,0.563
"701",20,"Protective","High","Protective High","2","F..2",0.1693,0.3949,0.5714
"702",20,"Protective","High","Protective High","2","F..3",0.17264,0.40178,0.5706
"703",20,"Protective","Low","Protective Low","1","F..1",0.17538,0.3993,0.5612
"704",20,"Protective","Low","Protective Low","1","F..2",0.1742,0.44244,0.6066
"705",20,"Protective","Low","Protective Low","1","F..3",0.16048,0.34578,0.5348
"706",20,"Protective","Low","Protective Low","2","F..1",0.1548,0.37588,0.588
"707",20,"Protective","Low","Protective Low","2","F..2",0.16254,0.3543,0.5418
"708",20,"Protective","Low","Protective Low","2","F..3",0.18196,0.42518,0.5722
"709",20,"Single","High","Single High","1","F..1",0.13686,0.30168,0.547
"710",20,"Single","High","Single High","1","F..2",0.14804,0.34314,0.5688
"711",20,"Single","High","Single High","1","F..3",0.15558,0.3851,0.596
"712",20,"Single","High","Single High","2","F..1",0.18462,0.3791,0.5134
"713",20,"Single","High","Single High","2","F..2",0.1653,0.34626,0.5232
"714",20,"Single","High","Single High","2","F..3",0.12538,0.27118,0.5366
"715",20,"Single","Low","Single Low","1","F..1",0.1698,0.36618,0.5362
"716",20,"Single","Low","Single Low","1","F..2",0.16668,0.37774,0.559
"717",20,"Single","Low","Single Low","1","F..3",0.1699,0.39442,0.569
"718",20,"Single","Low","Single Low","2","F..1",0.20726,0.39196,0.473
"719",20,"Single","Low","Single Low","2","F..2",0.16756,0.38934,0.5698
"720",20,"Single","Low","Single Low","2","F..3",0.1792,0.33952,0.4722
"721",21,"Control","High","Control High","1","F..1",0.14776,0.38304,0.6142
"722",21,"Control","High","Control High","1","F..2",0.15402,0.3695,0.5822
"723",21,"Control","High","Control High","1","F..3",0.1463,0.39344,0.6264
"724",21,"Control","High","Control High","2","F..1",0.14578,0.30648,0.5222
"725",21,"Control","High","Control High","2","F..2",0.16658,0.42314,0.6064
"726",21,"Control","High","Control High","2","F..3",0.17048,0.4193,0.5918
"727",21,"Control","Low","Control Low","1","F..1",0.14498,0.35204,0.5872
"728",21,"Control","Low","Control Low","1","F..2",0.1642,0.42616,0.6136
"729",21,"Control","Low","Control Low","1","F..3",0.14432,0.37126,0.611
"730",21,"Control","Low","Control Low","2","F..1",0.1409,0.33784,0.5828
"731",21,"Control","Low","Control Low","2","F..2",0.15362,0.3852,0.6014
"732",21,"Control","Low","Control Low","2","F..3",0.14862,0.37452,0.6014
"733",21,"Protective","High","Protective High","1","F..1",0.1599,0.38002,0.5784
"734",21,"Protective","High","Protective High","1","F..2",0.15156,0.32784,0.5378
"735",21,"Protective","High","Protective High","1","F..3",0.14508,0.3742,0.6122
"736",21,"Protective","High","Protective High","2","F..1",0.16972,0.38176,0.5548
"737",21,"Protective","High","Protective High","2","F..2",0.16294,0.37774,0.5684
"738",21,"Protective","High","Protective High","2","F..3",0.17412,0.38686,0.55
"739",21,"Protective","Low","Protective Low","1","F..1",0.15754,0.36188,0.5648
"740",21,"Protective","Low","Protective Low","1","F..2",0.20752,0.48716,0.574
