"","Timepoint","Species","Trajectory","Tank","Flow","Coral","HM","Square","Count","Dilution"
"1378","TP1","AA","Single","T1","Low","#2","3",3,19,10
"1379","TP1","AA","Single","T1","Low","#2","3",4,20,10
"1380","TP1","AA","Single","T1","Low","#2","3",5,26,10
"1381","TP1","AA","Single","T1","Low","#2","4",1,27,10
"1382","TP1","AA","Single","T1","Low","#2","4",2,29,10
"1383","TP1","AA","Single","T1","Low","#2","4",3,31,10
"1384","TP1","AA","Single","T1","Low","#2","4",4,20,10
"1385","TP1","AA","Single","T1","Low","#2","4",5,33,10
"1386","TP1","AA","Single","T1","Low","#2","5",1,14,10
"1387","TP1","AA","Single","T1","Low","#2","5",2,20,10
"1388","TP1","AA","Single","T1","Low","#2","5",3,28,10
"1389","TP1","AA","Single","T1","Low","#2","5",4,20,10
"1390","TP1","AA","Single","T1","Low","#2","5",5,23,10
"1391","TP1","AA","Single","T1","Low","#2","6",1,25,10
"1392","TP1","AA","Single","T1","Low","#2","6",2,16,10
"1393","TP1","AA","Single","T1","Low","#2","6",3,26,10
"1394","TP1","AA","Single","T1","Low","#2","6",4,22,10
"1395","TP1","AA","Single","T1","Low","#2","6",5,36,10
"1396","TP1","AA","Single","T2","High","#1","1",1,19,10
"1397","TP1","AA","Single","T2","High","#1","1",2,24,10
"1398","TP1","AA","Single","T2","High","#1","1",3,26,10
"1399","TP1","AA","Single","T2","High","#1","1",4,30,10
"1400","TP1","AA","Single","T2","High","#1","1",5,42,10
"1401","TP1","AA","Single","T2","High","#1","2",1,20,10
"1402","TP1","AA","Single","T2","High","#1","2",2,15,10
"1403","TP1","AA","Single","T2","High","#1","2",3,38,10
"1404","TP1","AA","Single","T2","High","#1","2",4,38,10
"1405","TP1","AA","Single","T2","High","#1","2",5,27,10
"1406","TP1","AA","Single","T2","High","#1","3",1,21,10
"1407","TP1","AA","Single","T2","High","#1","3",2,33,10
"1408","TP1","AA","Single","T2","High","#1","3",3,30,10
"1409","TP1","AA","Single","T2","High","#1","3",4,36,10
"1410","TP1","AA","Single","T2","High","#1","3",5,29,10
"1411","TP1","AA","Single","T2","High","#1","4",1,29,10
"1412","TP1","AA","Single","T2","High","#1","4",2,19,10
"1413","TP1","AA","Single","T2","High","#1","4",3,26,10
"1414","TP1","AA","Single","T2","High","#1","4",4,33,10
"1415","TP1","AA","Single","T2","High","#1","4",5,32,10
"1416","TP1","AA","Single","T2","High","#1","5",1,33,10
"1417","TP1","AA","Single","T2","High","#1","5",2,32,10
"1418","TP1","AA","Single","T2","High","#1","5",3,40,10
"1419","TP1","AA","Single","T2","High","#1","5",4,36,10
"1420","TP1","AA","Single","T2","High","#1","5",5,34,10
"1421","TP1","AA","Single","T2","High","#1","6",1,31,10
"1422","TP1","AA","Single","T2","High","#1","6",2,36,10
"1423","TP1","AA","Single","T2","High","#1","6",3,39,10
"1424","TP1","AA","Single","T2","High","#1","6",4,39,10
"1425","TP1","AA","Single","T2","High","#1","6",5,27,10
"1426","TP1","AA","Single","T2","High","#3","1",1,30,10
"1427","TP1","AA","Single","T2","High","#3","1",2,41,10
"1428","TP1","AA","Single","T2","High","#3","1",3,39,10
"1429","TP1","AA","Single","T2","High","#3","1",4,23,10
"1430","TP1","AA","Single","T2","High","#3","1",5,36,10
"1431","TP1","AA","Single","T2","High","#3","2",1,41,10
"1432","TP1","AA","Single","T2","High","#3","2",2,42,10
"1433","TP1","AA","Single","T2","High","#3","2",3,28,10
"1434","TP1","AA","Single","T2","High","#3","2",4,36,10
"1435","TP1","AA","Single","T2","High","#3","2",5,26,10
"1436","TP1","AA","Single","T2","High","#3","3",1,41,10
"1437","TP1","AA","Single","T2","High","#3","3",2,34,10
"1438","TP1","AA","Single","T2","High","#3","3",3,37,10
"1439","TP1","AA","Single","T2","High","#3","3",4,45,10
"1440","TP1","AA","Single","T2","High","#3","3",5,34,10
"1441","TP1","AA","Single","T2","High","#3","4",1,38,10
"1442","TP1","AA","Single","T2","High","#3","4",2,37,10
"1443","TP1","AA","Single","T2","High","#3","4",3,35,10
"1444","TP1","AA","Single","T2","High","#3","4",4,53,10
"1445","TP1","AA","Single","T2","High","#3","4",5,41,10
"1446","TP1","AA","Single","T2","High","#3","5",1,28,10
"1447","TP1","AA","Single","T2","High","#3","5",2,43,10
"1448","TP1","AA","Single","T2","High","#3","5",3,31,10
"1449","TP1","AA","Single","T2","High","#3","5",4,20,10
"1450","TP1","AA","Single","T2","High","#3","5",5,25,10
"1451","TP1","AA","Single","T2","High","#3","6",1,19,10
"1452","TP1","AA","Single","T2","High","#3","6",2,22,10
"1453","TP1","AA","Single","T2","High","#3","6",3,20,10
"1454","TP1","AA","Single","T2","High","#3","6",4,33,10
"1455","TP1","AA","Single","T2","High","#3","6",5,35,10
"1456","TP1","AA","Single","T2","Low","#3","1",1,43,10
"1457","TP1","AA","Single","T2","Low","#3","1",2,36,10
"1458","TP1","AA","Single","T2","Low","#3","1",3,24,10
"1459","TP1","AA","Single","T2","Low","#3","1",4,21,10
"1460","TP1","AA","Single","T2","Low","#3","1",5,41,10
"1461","TP1","AA","Single","T2","Low","#3","2",1,36,10
"1462","TP1","AA","Single","T2","Low","#3","2",2,26,10
"1463","TP1","AA","Single","T2","Low","#3","2",3,28,10
"1464","TP1","AA","Single","T2","Low","#3","2",4,34,10
"1465","TP1","AA","Single","T2","Low","#3","2",5,36,10
"1466","TP1","AA","Single","T2","Low","#3","3",1,40,10
"1467","TP1","AA","Single","T2","Low","#3","3",2,40,10
"1468","TP1","AA","Single","T2","Low","#3","3",3,34,10
"1469","TP1","AA","Single","T2","Low","#3","3",4,25,10
"1470","TP1","AA","Single","T2","Low","#3","3",5,36,10
"1471","TP1","AA","Single","T2","Low","#3","4",1,33,10
"1472","TP1","AA","Single","T2","Low","#3","4",2,31,10
"1473","TP1","AA","Single","T2","Low","#3","4",3,32,10
"1474","TP1","AA","Single","T2","Low","#3","4",4,32,10
"1475","TP1","AA","Single","T2","Low","#3","4",5,37,10
"1476","TP1","AA","Single","T2","Low","#3","5",1,30,10
"1477","TP1","AA","Single","T2","Low","#3","5",2,38,10
"1478","TP1","AA","Single","T2","Low","#3","5",3,32,10
"1479","TP1","AA","Single","T2","Low","#3","5",4,35,10
"1480","TP1","AA","Single","T2","Low","#3","5",5,47,10
"1481","TP1","AA","Single","T2","Low","#3","6",1,14,10
"1482","TP1","AA","Single","T2","Low","#3","6",2,6,10
"1483","TP1","AA","Single","T2","Low","#3","6",3,13,10
"1484","TP1","AA","Single","T2","Low","#3","6",4,14,10
"1485","TP1","AA","Single","T2","Low","#3","6",5,13,10
"1486","TP2","AA","Control","T1","High","#2","1",1,25,10
"1487","TP2","AA","Control","T1","High","#2","1",2,24,10
"1488","TP2","AA","Control","T1","High","#2","1",3,27,10
"1489","TP2","AA","Control","T1","High","#2","1",4,25,10
"1490","TP2","AA","Control","T1","High","#2","1",5,30,10
"1491","TP2","AA","Control","T1","High","#2","2",1,25,10
"1492","TP2","AA","Control","T1","High","#2","2",2,29,10
"1493","TP2","AA","Control","T1","High","#2","2",3,28,10
"1494","TP2","AA","Control","T1","High","#2","2",4,26,10
"1495","TP2","AA","Control","T1","High","#2","2",5,21,10
"1496","TP2","AA","Control","T1","High","#2","3",1,19,10
"1497","TP2","AA","Control","T1","High","#2","3",2,36,10
"1498","TP2","AA","Control","T1","High","#2","3",3,22,10
"1499","TP2","AA","Control","T1","High","#2","3",4,30,10
"1500","TP2","AA","Control","T1","High","#2","3",5,32,10
"1501","TP2","AA","Control","T1","High","#2","4",1,29,10
"1502","TP2","AA","Control","T1","High","#2","4",2,32,10
"1503","TP2","AA","Control","T1","High","#2","4",3,35,10
"1504","TP2","AA","Control","T1","High","#2","4",4,20,10
"1505","TP2","AA","Control","T1","High","#2","4",5,32,10
"1506","TP2","AA","Control","T1","High","#2","5",1,23,10
"1507","TP2","AA","Control","T1","High","#2","5",2,17,10
"1508","TP2","AA","Control","T1","High","#2","5",3,28,10
"1509","TP2","AA","Control","T1","High","#2","5",4,17,10
"1510","TP2","AA","Control","T1","High","#2","5",5,20,10
"1511","TP2","AA","Control","T1","High","#2","6",1,18,10
"1512","TP2","AA","Control","T1","High","#2","6",2,27,10
"1513","TP2","AA","Control","T1","High","#2","6",3,23,10
"1514","TP2","AA","Control","T1","High","#2","6",4,18,10
"1515","TP2","AA","Control","T1","High","#2","6",5,30,10
"1516","TP2","AA","Control","T1","Low","#1","1",1,24,10
"1517","TP2","AA","Control","T1","Low","#1","1",2,21,10
"1518","TP2","AA","Control","T1","Low","#1","1",3,24,10
"1519","TP2","AA","Control","T1","Low","#1","1",4,18,10
"1520","TP2","AA","Control","T1","Low","#1","1",5,25,10
"1521","TP2","AA","Control","T1","Low","#1","2",1,31,10
"1522","TP2","AA","Control","T1","Low","#1","2",2,22,10
"1523","TP2","AA","Control","T1","Low","#1","2",3,28,10
"1524","TP2","AA","Control","T1","Low","#1","2",4,21,10
"1525","TP2","AA","Control","T1","Low","#1","2",5,24,10
"1526","TP2","AA","Control","T1","Low","#1","3",1,17,10
"1527","TP2","AA","Control","T1","Low","#1","3",2,26,10
"1528","TP2","AA","Control","T1","Low","#1","3",3,24,10
"1529","TP2","AA","Control","T1","Low","#1","3",4,24,10
"1530","TP2","AA","Control","T1","Low","#1","3",5,29,10
"1531","TP2","AA","Control","T1","Low","#1","4",1,16,10
"1532","TP2","AA","Control","T1","Low","#1","4",2,26,10
"1533","TP2","AA","Control","T1","Low","#1","4",3,29,10
"1534","TP2","AA","Control","T1","Low","#1","4",4,13,10
"1535","TP2","AA","Control","T1","Low","#1","4",5,26,10
"1536","TP2","AA","Control","T1","Low","#1","5",1,14,10
"1537","TP2","AA","Control","T1","Low","#1","5",2,24,10
"1538","TP2","AA","Control","T1","Low","#1","5",3,15,10
"1539","TP2","AA","Control","T1","Low","#1","5",4,21,10
"1540","TP2","AA","Control","T1","Low","#1","5",5,14,10
"1541","TP2","AA","Control","T1","Low","#1","6",1,20,10
"1542","TP2","AA","Control","T1","Low","#1","6",2,21,10
"1543","TP2","AA","Control","T1","Low","#1","6",3,19,10
"1544","TP2","AA","Control","T1","Low","#1","6",4,28,10
"1545","TP2","AA","Control","T1","Low","#1","6",5,24,10
"1546","TP2","AA","Control","T1","Low","#3","1",1,33,10
"1547","TP2","AA","Control","T1","Low","#3","1",2,33,10
"1548","TP2","AA","Control","T1","Low","#3","1",3,23,10
"1549","TP2","AA","Control","T1","Low","#3","1",4,24,10
"1550","TP2","AA","Control","T1","Low","#3","1",5,26,10
"1551","TP2","AA","Control","T1","Low","#3","2",1,33,10
"1552","TP2","AA","Control","T1","Low","#3","2",2,30,10
"1553","TP2","AA","Control","T1","Low","#3","2",3,25,10
"1554","TP2","AA","Control","T1","Low","#3","2",4,31,10
"1555","TP2","AA","Control","T1","Low","#3","2",5,25,10
"1556","TP2","AA","Control","T1","Low","#3","3",1,18,10
"1557","TP2","AA","Control","T1","Low","#3","3",2,31,10
"1558","TP2","AA","Control","T1","Low","#3","3",3,29,10
"1559","TP2","AA","Control","T1","Low","#3","3",4,27,10
"1560","TP2","AA","Control","T1","Low","#3","3",5,27,10
"1561","TP2","AA","Control","T1","Low","#3","4",1,24,10
"1562","TP2","AA","Control","T1","Low","#3","4",2,33,10
"1563","TP2","AA","Control","T1","Low","#3","4",3,26,10
"1564","TP2","AA","Control","T1","Low","#3","4",4,29,10
"1565","TP2","AA","Control","T1","Low","#3","4",5,33,10
"1566","TP2","AA","Control","T1","Low","#3","5",1,31,10
"1567","TP2","AA","Control","T1","Low","#3","5",2,21,10
"1568","TP2","AA","Control","T1","Low","#3","5",3,21,10
"1569","TP2","AA","Control","T1","Low","#3","5",4,27,10
"1570","TP2","AA","Control","T1","Low","#3","5",5,21,10
"1571","TP2","AA","Control","T1","Low","#3","6",1,19,10
"1572","TP2","AA","Control","T1","Low","#3","6",2,22,10
"1573","TP2","AA","Control","T1","Low","#3","6",3,23,10
"1574","TP2","AA","Control","T1","Low","#3","6",4,26,10
"1575","TP2","AA","Control","T1","Low","#3","6",5,23,10
"1576","TP2","AA","Control","T1","High","#3","1",1,47,15
"1577","TP2","AA","Control","T1","High","#3","1",2,38,15
"1578","TP2","AA","Control","T1","High","#3","1",3,35,15
"1579","TP2","AA","Control","T1","High","#3","1",4,31,15
"1580","TP2","AA","Control","T1","High","#3","1",5,34,15
"1581","TP2","AA","Control","T1","High","#3","2",1,36,15
"1582","TP2","AA","Control","T1","High","#3","2",2,34,15
"1583","TP2","AA","Control","T1","High","#3","2",3,41,15
"1584","TP2","AA","Control","T1","High","#3","2",4,37,15
"1585","TP2","AA","Control","T1","High","#3","2",5,40,15
"1586","TP2","AA","Control","T1","High","#3","3",1,38,15
"1587","TP2","AA","Control","T1","High","#3","3",2,51,15
"1588","TP2","AA","Control","T1","High","#3","3",3,34,15
"1589","TP2","AA","Control","T1","High","#3","3",4,37,15
"1590","TP2","AA","Control","T1","High","#3","3",5,44,15
"1591","TP2","AA","Control","T1","High","#3","4",1,26,15
"1592","TP2","AA","Control","T1","High","#3","4",2,35,15
"1593","TP2","AA","Control","T1","High","#3","4",3,42,15
"1594","TP2","AA","Control","T1","High","#3","4",4,43,15
"1595","TP2","AA","Control","T1","High","#3","4",5,46,15
"1596","TP2","AA","Control","T1","High","#3","5",1,31,15
"1597","TP2","AA","Control","T1","High","#3","5",2,40,15
"1598","TP2","AA","Control","T1","High","#3","5",3,35,15
"1599","TP2","AA","Control","T1","High","#3","5",4,38,15
"1600","TP2","AA","Control","T1","High","#3","5",5,36,15
"1601","TP2","AA","Control","T1","High","#3","6",1,42,15
"1602","TP2","AA","Control","T1","High","#3","6",2,20,15
"1603","TP2","AA","Control","T1","High","#3","6",3,35,15
"1604","TP2","AA","Control","T1","High","#3","6",4,35,15
"1605","TP2","AA","Control","T1","High","#3","6",5,26,15
"1606","TP2","AA","Control","T2","Low","#3","1",1,12,15
"1607","TP2","AA","Control","T2","Low","#3","1",2,22,15
"1608","TP2","AA","Control","T2","Low","#3","1",3,23,15
"1609","TP2","AA","Control","T2","Low","#3","1",4,19,15
"1610","TP2","AA","Control","T2","Low","#3","1",5,22,15
"1611","TP2","AA","Control","T2","Low","#3","2",1,20,15
"1612","TP2","AA","Control","T2","Low","#3","2",2,10,15
"1613","TP2","AA","Control","T2","Low","#3","2",3,19,15
"1614","TP2","AA","Control","T2","Low","#3","2",4,20,15
"1615","TP2","AA","Control","T2","Low","#3","2",5,23,15
"1616","TP2","AA","Control","T2","Low","#3","3",1,16,15
"1617","TP2","AA","Control","T2","Low","#3","3",2,14,15
"1618","TP2","AA","Control","T2","Low","#3","3",3,13,15
"1619","TP2","AA","Control","T2","Low","#3","3",4,11,15
"1620","TP2","AA","Control","T2","Low","#3","3",5,16,15
"1621","TP2","AA","Control","T2","Low","#3","4",1,13,15
"1622","TP2","AA","Control","T2","Low","#3","4",2,16,15
"1623","TP2","AA","Control","T2","Low","#3","4",3,10,15
"1624","TP2","AA","Control","T2","Low","#3","4",4,21,15
"1625","TP2","AA","Control","T2","Low","#3","4",5,21,15
"1626","TP2","AA","Control","T2","Low","#3","5",1,14,15
"1627","TP2","AA","Control","T2","Low","#3","5",2,25,15
"1628","TP2","AA","Control","T2","Low","#3","5",3,25,15
"1629","TP2","AA","Control","T2","Low","#3","5",4,26,15
"1630","TP2","AA","Control","T2","Low","#3","5",5,23,15
"1631","TP2","AA","Control","T2","Low","#3","6",1,16,15
"1632","TP2","AA","Control","T2","Low","#3","6",2,21,15
"1633","TP2","AA","Control","T2","Low","#3","6",3,23,15
"1634","TP2","AA","Control","T2","Low","#3","6",4,16,15
"1635","TP2","AA","Control","T2","Low","#3","6",5,19,15
"1636","TP2","AA","Single","T2","Low","#3","1",1,18,15
"1637","TP2","AA","Single","T2","Low","#3","1",2,16,15
"1638","TP2","AA","Single","T2","Low","#3","1",3,13,15
"1639","TP2","AA","Single","T2","Low","#3","1",4,10,15
"1640","TP2","AA","Single","T2","Low","#3","1",5,7,15
"1641","TP2","AA","Single","T2","Low","#3","2",1,4,15
"1642","TP2","AA","Single","T2","Low","#3","2",2,12,15
"1643","TP2","AA","Single","T2","Low","#3","2",3,11,15
"1644","TP2","AA","Single","T2","Low","#3","2",4,5,15
"1645","TP2","AA","Single","T2","Low","#3","2",5,16,15
"1646","TP2","AA","Single","T2","Low","#3","3",1,12,15
"1647","TP2","AA","Single","T2","Low","#3","3",2,11,15
"1648","TP2","AA","Single","T2","Low","#3","3",3,9,15
"1649","TP2","AA","Single","T2","Low","#3","3",4,12,15
"1650","TP2","AA","Single","T2","Low","#3","3",5,6,15
"1651","TP2","AA","Single","T2","Low","#3","4",1,12,15
"1652","TP2","AA","Single","T2","Low","#3","4",2,10,15
"1653","TP2","AA","Single","T2","Low","#3","4",3,8,15
"1654","TP2","AA","Single","T2","Low","#3","4",4,14,15
"1655","TP2","AA","Single","T2","Low","#3","4",5,10,15
"1656","TP2","AA","Single","T2","Low","#3","5",1,12,15
"1657","TP2","AA","Single","T2","Low","#3","5",2,10,15
"1658","TP2","AA","Single","T2","Low","#3","5",3,11,15
"1659","TP2","AA","Single","T2","Low","#3","5",4,12,15
"1660","TP2","AA","Single","T2","Low","#3","5",5,18,15
"1661","TP2","AA","Single","T2","Low","#3","6",1,6,15
"1662","TP2","AA","Single","T2","Low","#3","6",2,14,15
"1663","TP2","AA","Single","T2","Low","#3","6",3,14,15
"1664","TP2","AA","Single","T2","Low","#3","6",4,9,15
"1665","TP2","AA","Single","T2","Low","#3","6",5,11,15
"1666","TP2","AA","Protective","T1","High","#3","1",1,8,15
"1667","TP2","AA","Protective","T1","High","#3","1",2,13,15
"1668","TP2","AA","Protective","T1","High","#3","1",3,15,15
"1669","TP2","AA","Protective","T1","High","#3","1",4,11,15
"1670","TP2","AA","Protective","T1","High","#3","1",5,23,15
"1671","TP2","AA","Protective","T1","High","#3","2",1,12,15
"1672","TP2","AA","Protective","T1","High","#3","2",2,17,15
"1673","TP2","AA","Protective","T1","High","#3","2",3,12,15
"1674","TP2","AA","Protective","T1","High","#3","2",4,14,15
"1675","TP2","AA","Protective","T1","High","#3","2",5,13,15
"1676","TP2","AA","Protective","T1","High","#3","3",1,10,15
"1677","TP2","AA","Protective","T1","High","#3","3",2,22,15
"1678","TP2","AA","Protective","T1","High","#3","3",3,14,15
"1679","TP2","AA","Protective","T1","High","#3","3",4,18,15
"1680","TP2","AA","Protective","T1","High","#3","3",5,18,15
"1681","TP2","AA","Protective","T1","High","#3","4",1,12,15
"1682","TP2","AA","Protective","T1","High","#3","4",2,15,15
"1683","TP2","AA","Protective","T1","High","#3","4",3,11,15
"1684","TP2","AA","Protective","T1","High","#3","4",4,9,15
"1685","TP2","AA","Protective","T1","High","#3","4",5,10,15
"1686","TP2","AA","Protective","T1","High","#3","5",1,15,15
"1687","TP2","AA","Protective","T1","High","#3","5",2,17,15
"1688","TP2","AA","Protective","T1","High","#3","5",3,19,15
"1689","TP2","AA","Protective","T1","High","#3","5",4,22,15
"1690","TP2","AA","Protective","T1","High","#3","5",5,21,15
"1691","TP2","AA","Protective","T1","High","#3","6",1,15,15
"1692","TP2","AA","Protective","T1","High","#3","6",2,14,15
"1693","TP2","AA","Protective","T1","High","#3","6",3,13,15
"1694","TP2","AA","Protective","T1","High","#3","6",4,17,15
"1695","TP2","AA","Protective","T1","High","#3","6",5,20,15
"1696","TP2","AA","Control","T2","High","#1","1",1,31,15
"1697","TP2","AA","Control","T2","High","#1","1",2,29,15
"1698","TP2","AA","Control","T2","High","#1","1",3,33,15
"1699","TP2","AA","Control","T2","High","#1","1",4,33,15
"1700","TP2","AA","Control","T2","High","#1","1",5,31,15
"1701","TP2","AA","Control","T2","High","#1","2",1,37,15
"1702","TP2","AA","Control","T2","High","#1","2",2,32,15
"1703","TP2","AA","Control","T2","High","#1","2",3,33,15
"1704","TP2","AA","Control","T2","High","#1","2",4,35,15
"1705","TP2","AA","Control","T2","High","#1","2",5,33,15
"1706","TP2","AA","Control","T2","High","#1","3",1,43,15
"1707","TP2","AA","Control","T2","High","#1","3",2,35,15
"1708","TP2","AA","Control","T2","High","#1","3",3,38,15
"1709","TP2","AA","Control","T2","High","#1","3",4,34,15
"1710","TP2","AA","Control","T2","High","#1","3",5,37,15
"1711","TP2","AA","Control","T2","High","#1","4",1,46,15
"1712","TP2","AA","Control","T2","High","#1","4",2,42,15
"1713","TP2","AA","Control","T2","High","#1","4",3,47,15
"1714","TP2","AA","Control","T2","High","#1","4",4,30,15
"1715","TP2","AA","Control","T2","High","#1","4",5,34,15
"1716","TP2","AA","Control","T2","High","#1","5",1,35,15
"1717","TP2","AA","Control","T2","High","#1","5",2,31,15
"1718","TP2","AA","Control","T2","High","#1","5",3,32,15
"1719","TP2","AA","Control","T2","High","#1","5",4,33,15
"1720","TP2","AA","Control","T2","High","#1","5",5,27,15
"1721","TP2","AA","Control","T2","High","#1","6",1,37,15
"1722","TP2","AA","Control","T2","High","#1","6",2,44,15
"1723","TP2","AA","Control","T2","High","#1","6",3,39,15
"1724","TP2","AA","Control","T2","High","#1","6",4,30,15
"1725","TP2","AA","Control","T2","High","#1","6",5,47,15
"1726","TP2","AA","Control","T2","Low","#2","1",1,10,15
"1727","TP2","AA","Control","T2","Low","#2","1",2,8,15
"1728","TP2","AA","Control","T2","Low","#2","1",3,10,15
"1729","TP2","AA","Control","T2","Low","#2","1",4,13,15
"1730","TP2","AA","Control","T2","Low","#2","1",5,7,15
"1731","TP2","AA","Control","T2","Low","#2","2",1,7,15
"1732","TP2","AA","Control","T2","Low","#2","2",2,5,15
"1733","TP2","AA","Control","T2","Low","#2","2",3,4,15
"1734","TP2","AA","Control","T2","Low","#2","2",4,4,15
"1735","TP2","AA","Control","T2","Low","#2","2",5,8,15
"1736","TP2","AA","Control","T2","Low","#2","3",1,7,15
"1737","TP2","AA","Control","T2","Low","#2","3",2,11,15
"1738","TP2","AA","Control","T2","Low","#2","3",3,9,15
"1739","TP2","AA","Control","T2","Low","#2","3",4,7,15
"1740","TP2","AA","Control","T2","Low","#2","3",5,14,15
"1741","TP2","AA","Control","T2","Low","#2","4",1,7,15
"1742","TP2","AA","Control","T2","Low","#2","4",2,6,15
"1743","TP2","AA","Control","T2","Low","#2","4",3,2,15
"1744","TP2","AA","Control","T2","Low","#2","4",4,10,15
"1745","TP2","AA","Control","T2","Low","#2","4",5,5,15
"1746","TP2","AA","Control","T2","Low","#2","5",1,6,15
"1747","TP2","AA","Control","T2","Low","#2","5",2,8,15
"1748","TP2","AA","Control","T2","Low","#2","5",3,12,15
"1749","TP2","AA","Control","T2","Low","#2","5",4,12,15
"1750","TP2","AA","Control","T2","Low","#2","5",5,8,15
"1751","TP2","AA","Control","T2","Low","#2","6",1,8,15
"1752","TP2","AA","Control","T2","Low","#2","6",2,9,15
"1753","TP2","AA","Control","T2","Low","#2","6",3,8,15
"1754","TP2","AA","Control","T2","Low","#2","6",4,10,15
"1755","TP2","AA","Control","T2","Low","#2","6",5,7,15
"1756","TP2","AA","Single","T2","Low","#2","1",1,4,15
"1757","TP2","AA","Single","T2","Low","#2","1",2,7,15
"1758","TP2","AA","Single","T2","Low","#2","1",3,5,15
"1759","TP2","AA","Single","T2","Low","#2","1",4,12,15
"1760","TP2","AA","Single","T2","Low","#2","1",5,9,15
"1761","TP2","AA","Single","T2","Low","#2","2",1,14,15
"1762","TP2","AA","Single","T2","Low","#2","2",2,12,15
"1763","TP2","AA","Single","T2","Low","#2","2",3,8,15
"1764","TP2","AA","Single","T2","Low","#2","2",4,7,15
"1765","TP2","AA","Single","T2","Low","#2","2",5,6,15
"1766","TP2","AA","Single","T2","Low","#2","3",1,10,15
"1767","TP2","AA","Single","T2","Low","#2","3",2,13,15
"1768","TP2","AA","Single","T2","Low","#2","3",3,12,15
"1769","TP2","AA","Single","T2","Low","#2","3",4,7,15
"1770","TP2","AA","Single","T2","Low","#2","3",5,17,15
"1771","TP2","AA","Single","T2","Low","#2","4",1,12,15
"1772","TP2","AA","Single","T2","Low","#2","4",2,13,15
"1773","TP2","AA","Single","T2","Low","#2","4",3,11,15
"1774","TP2","AA","Single","T2","Low","#2","4",4,17,15
"1775","TP2","AA","Single","T2","Low","#2","4",5,9,15
"1776","TP2","AA","Single","T2","Low","#2","5",1,14,15
"1777","TP2","AA","Single","T2","Low","#2","5",2,11,15
"1778","TP2","AA","Single","T2","Low","#2","5",3,9,15
"1779","TP2","AA","Single","T2","Low","#2","5",4,7,15
"1780","TP2","AA","Single","T2","Low","#2","5",5,6,15
"1781","TP2","AA","Single","T2","Low","#2","6",1,4,15
"1782","TP2","AA","Single","T2","Low","#2","6",2,5,15
"1783","TP2","AA","Single","T2","Low","#2","6",3,4,15
"1784","TP2","AA","Single","T2","Low","#2","6",4,13,15
"1785","TP2","AA","Single","T2","Low","#2","6",5,8,15
"1786","TP2","AA","Control","T2","Low","#1","1",1,10,15
"1787","TP2","AA","Control","T2","Low","#1","1",2,9,15
"1788","TP2","AA","Control","T2","Low","#1","1",3,10,15
"1789","TP2","AA","Control","T2","Low","#1","1",4,13,15
"1790","TP2","AA","Control","T2","Low","#1","1",5,16,15
"1791","TP2","AA","Control","T2","Low","#1","2",1,10,15
"1792","TP2","AA","Control","T2","Low","#1","2",2,16,15
"1793","TP2","AA","Control","T2","Low","#1","2",3,16,15
"1794","TP2","AA","Control","T2","Low","#1","2",4,8,15
"1795","TP2","AA","Control","T2","Low","#1","2",5,14,15
"1796","TP2","AA","Control","T2","Low","#1","3",1,16,15
"1797","TP2","AA","Control","T2","Low","#1","3",2,11,15
"1798","TP2","AA","Control","T2","Low","#1","3",3,14,15
"1799","TP2","AA","Control","T2","Low","#1","3",4,12,15
"1800","TP2","AA","Control","T2","Low","#1","3",5,12,15
"1801","TP2","AA","Control","T2","Low","#1","4",1,9,15
"1802","TP2","AA","Control","T2","Low","#1","4",2,12,15
"1803","TP2","AA","Control","T2","Low","#1","4",3,11,15
"1804","TP2","AA","Control","T2","Low","#1","4",4,15,15
"1805","TP2","AA","Control","T2","Low","#1","4",5,15,15
"1806","TP2","AA","Control","T2","Low","#1","5",1,15,15
"1807","TP2","AA","Control","T2","Low","#1","5",2,17,15
"1808","TP2","AA","Control","T2","Low","#1","5",3,18,15
"1809","TP2","AA","Control","T2","Low","#1","5",4,17,15
"1810","TP2","AA","Control","T2","Low","#1","5",5,17,15
"1811","TP2","AA","Control","T2","Low","#1","6",1,16,15
"1812","TP2","AA","Control","T2","Low","#1","6",2,15,15
"1813","TP2","AA","Control","T2","Low","#1","6",3,14,15
"1814","TP2","AA","Control","T2","Low","#1","6",4,17,15
"1815","TP2","AA","Control","T2","Low","#1","6",5,12,15
"1816","TP2","AA","Control","T1","High","#1","1",1,18,15
"1817","TP2","AA","Control","T1","High","#1","1",2,9,15
"1818","TP2","AA","Control","T1","High","#1","1",3,6,15
"1819","TP2","AA","Control","T1","High","#1","1",4,12,15
"1820","TP2","AA","Control","T1","High","#1","1",5,9,15
"1821","TP2","AA","Control","T1","High","#1","2",1,15,15
"1822","TP2","AA","Control","T1","High","#1","2",2,12,15
"1823","TP2","AA","Control","T1","High","#1","2",3,20,15
"1824","TP2","AA","Control","T1","High","#1","2",4,12,15
"1825","TP2","AA","Control","T1","High","#1","2",5,14,15
"1826","TP2","AA","Control","T1","High","#1","3",1,17,15
"1827","TP2","AA","Control","T1","High","#1","3",2,14,15
"1828","TP2","AA","Control","T1","High","#1","3",3,13,15
"1829","TP2","AA","Control","T1","High","#1","3",4,14,15
"1830","TP2","AA","Control","T1","High","#1","3",5,15,15
"1831","TP2","AA","Control","T1","High","#1","4",1,8,15
"1832","TP2","AA","Control","T1","High","#1","4",2,6,15
