"","Timepoint","SI_1","SI_2","daily_mean","NA","NA","NA"
"451",2018-04-29 20:00:00,27.1422833333333,27.1422833333333,2018-04-29 20:00:00,2018-04-29 20:00:00,27.21275,27.21275
"452",2018-04-29 21:00:00,26.7859,26.7859,2018-04-29 21:00:00,2018-04-29 21:00:00,26.8234666666667,26.8234666666667
"453",2018-04-29 22:00:00,26.6568666666667,26.6568666666667,2018-04-29 22:00:00,2018-04-29 22:00:00,26.683,26.683
"454",2018-04-29 23:00:00,26.585,26.585,2018-04-29 23:00:00,2018-04-29 23:00:00,26.5964333333333,26.5964333333333
"455",2018-04-30 00:00:00,26.5559,26.5559,2018-04-30 00:00:00,2018-04-30 00:00:00,26.5559,26.5559
"456",2018-04-30 01:00:00,26.4128666666667,26.4128666666667,2018-04-30 01:00:00,2018-04-30 01:00:00,26.3246666666667,26.3246666666667
"457",2018-04-30 02:00:00,26.3491666666667,26.3491666666667,2018-04-30 02:00:00,2018-04-30 02:00:00,26.25805,26.25805
"458",2018-04-30 03:00:00,26.2903833333333,26.2903833333333,2018-04-30 03:00:00,2018-04-30 03:00:00,26.195,26.195
"459",2018-04-30 04:00:00,26.1884,26.1884,2018-04-30 04:00:00,2018-04-30 04:00:00,26.1378333333333,26.1378333333333
"460",2018-04-30 05:00:00,26.1933666666667,26.1933666666667,2018-04-30 05:00:00,2018-04-30 05:00:00,26.1198666666667,26.1198666666667
"461",2018-04-30 06:00:00,26.0566166666667,26.0566166666667,2018-04-30 06:00:00,2018-04-30 06:00:00,26.0289833333333,26.0289833333333
"462",2018-04-30 07:00:00,25.8179333333333,25.8179333333333,2018-04-30 07:00:00,2018-04-30 07:00:00,25.7856,25.7856
"463",2018-04-30 08:00:00,26.4327833333333,26.4327833333333,2018-04-30 08:00:00,2018-04-30 08:00:00,26.3252833333333,26.3252833333333
"464",2018-04-30 09:00:00,28.0051,28.0051,2018-04-30 09:00:00,2018-04-30 09:00:00,28.0053666666667,28.0053666666667
"465",2018-04-30 10:00:00,29.6835,29.6835,2018-04-30 10:00:00,2018-04-30 10:00:00,29.6551333333333,29.6551333333333
"466",2018-04-30 11:00:00,31.49335,31.49335,2018-04-30 11:00:00,2018-04-30 11:00:00,31.5684333333333,31.5684333333333
"467",2018-04-30 12:00:00,32.7331666666667,32.7331666666667,2018-04-30 12:00:00,2018-04-30 12:00:00,32.8589833333333,32.8589833333333
"468",2018-04-30 13:00:00,32.2914666666667,32.2914666666667,2018-04-30 13:00:00,2018-04-30 13:00:00,32.70195,32.70195
"469",2018-04-30 14:00:00,30.3344833333333,30.3344833333333,2018-04-30 14:00:00,2018-04-30 14:00:00,31.3966833333333,31.3966833333333
"470",2018-04-30 15:00:00,29.8795666666667,29.8795666666667,2018-04-30 15:00:00,2018-04-30 15:00:00,29.74075,29.74075
"471",2018-04-30 16:00:00,30.43175,30.43175,2018-04-30 16:00:00,2018-04-30 16:00:00,30.2317166666667,30.2317166666667
"472",2018-04-30 17:00:00,30.7535,30.7535,2018-04-30 17:00:00,2018-04-30 17:00:00,30.6152333333333,30.6152333333333
"473",2018-04-30 18:00:00,30.9091333333333,30.9091333333333,2018-04-30 18:00:00,2018-04-30 18:00:00,30.7449,30.7449
"474",2018-04-30 19:00:00,30.963,30.963,2018-04-30 19:00:00,2018-04-30 19:00:00,30.811,30.811
"475",2018-04-30 20:00:00,30.84325,30.84325,2018-04-30 20:00:00,2018-04-30 20:00:00,30.6388,30.6388
"476",2018-04-30 21:00:00,30.7414833333333,30.7414833333333,2018-04-30 21:00:00,2018-04-30 21:00:00,30.52265,30.52265
"477",2018-04-30 22:00:00,30.5798833333333,30.5798833333333,2018-04-30 22:00:00,2018-04-30 22:00:00,30.30045,30.30045
"478",2018-04-30 23:00:00,29.7610333333333,29.7610333333333,2018-04-30 23:00:00,2018-04-30 23:00:00,29.5570833333333,29.5570833333333
"479",2018-05-01 00:00:00,27.8713166666667,27.8713166666667,2018-05-01 00:00:00,2018-05-01 00:00:00,27.6247,27.6247
"480",2018-05-01 01:00:00,26.9885333333333,26.9885333333333,2018-05-01 01:00:00,2018-05-01 01:00:00,26.7222333333333,26.7222333333333
"481",2018-05-01 02:00:00,26.6715666666667,26.6715666666667,2018-05-01 02:00:00,2018-05-01 02:00:00,26.4063333333333,26.4063333333333
"482",2018-05-01 03:00:00,26.5122,26.5122,2018-05-01 03:00:00,2018-05-01 03:00:00,26.1686833333333,26.1686833333333
"483",2018-05-01 04:00:00,26.3214,26.3214,2018-05-01 04:00:00,2018-05-01 04:00:00,25.9379333333333,25.9379333333333
"484",2018-05-01 05:00:00,26.292,26.292,2018-05-01 05:00:00,2018-05-01 05:00:00,25.8955333333333,25.8955333333333
"485",2018-05-01 06:00:00,26.2532,26.2532,2018-05-01 06:00:00,2018-05-01 06:00:00,25.8454166666667,25.8454166666667
"486",2018-05-01 07:00:00,26.3998,26.3998,2018-05-01 07:00:00,2018-05-01 07:00:00,26.0029833333333,26.0029833333333
"487",2018-05-01 08:00:00,26.8874833333333,26.8874833333333,2018-05-01 08:00:00,2018-05-01 08:00:00,26.33965,26.33965
"488",2018-05-01 09:00:00,27.6656833333333,27.6656833333333,2018-05-01 09:00:00,2018-05-01 09:00:00,27.32445,27.32445
"489",2018-05-01 10:00:00,29.1338833333333,29.1338833333333,2018-05-01 10:00:00,2018-05-01 10:00:00,28.94025,28.94025
"490",2018-05-01 11:00:00,31.2050166666667,31.2050166666667,2018-05-01 11:00:00,2018-05-01 11:00:00,31.0905333333333,31.0905333333333
"491",2018-05-01 12:00:00,32.98395,32.98395,2018-05-01 12:00:00,2018-05-01 12:00:00,33.12815,33.12815
"492",2018-05-01 13:00:00,33.8482166666667,33.8482166666667,2018-05-01 13:00:00,2018-05-01 13:00:00,34.8025833333333,34.8025833333333
"493",2018-05-01 14:00:00,33.3508666666667,33.3508666666667,2018-05-01 14:00:00,2018-05-01 14:00:00,34.0699333333333,34.0699333333333
"494",2018-05-01 15:00:00,32.2178166666667,32.2178166666667,2018-05-01 15:00:00,2018-05-01 15:00:00,32.2694333333333,32.2694333333333
"495",2018-05-01 16:00:00,31.3616666666667,31.3616666666667,2018-05-01 16:00:00,2018-05-01 16:00:00,31.2192666666667,31.2192666666667
"496",2018-05-01 17:00:00,30.3831666666667,30.3831666666667,2018-05-01 17:00:00,2018-05-01 17:00:00,30.1060666666667,30.1060666666667
"497",2018-05-01 18:00:00,29.7039666666667,29.7039666666667,2018-05-01 18:00:00,2018-05-01 18:00:00,29.4103333333333,29.4103333333333
"498",2018-05-01 19:00:00,29.3286666666667,29.3286666666667,2018-05-01 19:00:00,2018-05-01 19:00:00,29.0761166666667,29.0761166666667
"499",2018-05-01 20:00:00,29.2686666666667,29.2686666666667,2018-05-01 20:00:00,2018-05-01 20:00:00,29.0246666666667,29.0246666666667
"500",2018-05-01 21:00:00,29.1888666666667,29.1888666666667,2018-05-01 21:00:00,2018-05-01 21:00:00,28.9533,28.9533
"501",2018-05-01 22:00:00,28.2153,28.2153,2018-05-01 22:00:00,2018-05-01 22:00:00,27.9138333333333,27.9138333333333
"502",2018-05-01 23:00:00,27.5716,27.5716,2018-05-01 23:00:00,2018-05-01 23:00:00,27.2388333333333,27.2388333333333
"503",2018-05-02 00:00:00,27.3259,27.3259,2018-05-02 00:00:00,2018-05-02 00:00:00,26.9688333333333,26.9688333333333
"504",2018-05-02 01:00:00,27.19955,27.19955,2018-05-02 01:00:00,2018-05-02 01:00:00,26.8234666666667,26.8234666666667
"505",2018-05-02 02:00:00,26.9623,26.9623,2018-05-02 02:00:00,2018-05-02 02:00:00,26.5300666666667,26.5300666666667
"506",2018-05-02 03:00:00,27.0407,27.0407,2018-05-02 03:00:00,2018-05-02 03:00:00,26.61125,26.61125
"507",2018-05-02 04:00:00,27.075,27.075,2018-05-02 04:00:00,2018-05-02 04:00:00,26.683,26.683
"508",2018-05-02 05:00:00,27.1615666666667,27.1615666666667,2018-05-02 05:00:00,2018-05-02 05:00:00,26.7761,26.7761
"509",2018-05-02 06:00:00,27.206,27.206,2018-05-02 06:00:00,2018-05-02 06:00:00,26.8316333333333,26.8316333333333
"510",2018-05-02 07:00:00,27.3177333333333,27.3177333333333,2018-05-02 07:00:00,2018-05-02 07:00:00,27.0652,27.0652
"511",2018-05-02 08:00:00,27.6241666666667,27.6241666666667,2018-05-02 08:00:00,2018-05-02 08:00:00,27.4045166666667,27.4045166666667
"512",2018-05-02 09:00:00,27.87685,27.87685,2018-05-02 09:00:00,2018-05-02 09:00:00,27.7145,27.7145
"513",2018-05-02 10:00:00,28.1474833333333,28.1474833333333,2018-05-02 10:00:00,2018-05-02 10:00:00,27.8642166666667,27.8642166666667
"514",2018-05-02 11:00:00,29.8279166666667,29.8279166666667,2018-05-02 11:00:00,2018-05-02 11:00:00,29.84985,29.84985
"515",2018-05-02 12:00:00,31.6378166666667,31.6378166666667,2018-05-02 12:00:00,2018-05-02 12:00:00,32.0004,32.0004
"516",2018-05-02 13:00:00,32.8954,32.8954,2018-05-02 13:00:00,2018-05-02 13:00:00,33.4426333333333,33.4426333333333
"517",2018-05-02 14:00:00,33.4669666666667,33.4669666666667,2018-05-02 14:00:00,2018-05-02 14:00:00,33.7768166666667,33.7768166666667
"518",2018-05-02 15:00:00,33.4963833333333,33.4963833333333,2018-05-02 15:00:00,2018-05-02 15:00:00,33.07155,33.07155
"519",2018-05-02 16:00:00,33.0474666666667,33.0474666666667,2018-05-02 16:00:00,2018-05-02 16:00:00,32.4801833333333,32.4801833333333
"520",2018-05-02 17:00:00,31.7865333333333,31.7865333333333,2018-05-02 17:00:00,2018-05-02 17:00:00,31.4115666666667,31.4115666666667
"521",2018-05-02 18:00:00,30.34125,30.34125,2018-05-02 18:00:00,2018-05-02 18:00:00,30.1732833333333,30.1732833333333
"522",2018-05-02 19:00:00,29.8258,29.8258,2018-05-02 19:00:00,2018-05-02 19:00:00,29.6203666666667,29.6203666666667
"523",2018-05-02 20:00:00,29.5853333333333,29.5853333333333,2018-05-02 20:00:00,2018-05-02 20:00:00,29.3636666666667,29.3636666666667
"524",2018-05-02 21:00:00,29.2853333333333,29.2853333333333,2018-05-02 21:00:00,2018-05-02 21:00:00,29.1024833333333,29.1024833333333
"525",2018-05-02 22:00:00,29.05935,29.05935,2018-05-02 22:00:00,2018-05-02 22:00:00,28.86155,28.86155
"526",2018-05-02 23:00:00,28.9013333333333,28.9013333333333,2018-05-02 23:00:00,2018-05-02 23:00:00,28.71605,28.71605
"527",2018-05-03 00:00:00,28.7771,28.7771,2018-05-03 00:00:00,2018-05-03 00:00:00,28.58,28.58
"528",2018-05-03 01:00:00,28.754,28.754,2018-05-03 01:00:00,2018-05-03 01:00:00,28.5418,28.5418
"529",2018-05-03 02:00:00,28.79525,28.79525,2018-05-03 02:00:00,2018-05-03 02:00:00,28.5766666666667,28.5766666666667
"530",2018-05-03 03:00:00,28.9296666666667,28.9296666666667,2018-05-03 03:00:00,2018-05-03 03:00:00,28.6847,28.6847
"531",2018-05-03 04:00:00,29.0296666666667,29.0296666666667,2018-05-03 04:00:00,2018-05-03 04:00:00,28.8134,28.8134
"532",2018-05-03 05:00:00,29.13385,29.13385,2018-05-03 05:00:00,2018-05-03 05:00:00,28.8696666666667,28.8696666666667
"533",2018-05-03 06:00:00,29.152,29.152,2018-05-03 06:00:00,2018-05-03 06:00:00,28.933,28.933
"534",2018-05-03 07:00:00,29.3086666666667,29.3086666666667,2018-05-03 07:00:00,2018-05-03 07:00:00,29.0777,29.0777
"535",2018-05-03 08:00:00,29.8879833333333,29.8879833333333,2018-05-03 08:00:00,2018-05-03 08:00:00,29.58885,29.58885
"536",2018-05-03 09:00:00,30.205,30.205,2018-05-03 09:00:00,2018-05-03 09:00:00,30.1446,30.1446
"537",2018-05-03 10:00:00,31.5814666666667,31.5814666666667,2018-05-03 10:00:00,2018-05-03 10:00:00,31.70345,31.70345
"538",2018-05-03 11:00:00,33.9835333333333,33.9835333333333,2018-05-03 11:00:00,2018-05-03 11:00:00,34.1755833333333,34.1755833333333
"539",2018-05-03 12:00:00,35.0503666666667,35.0503666666667,2018-05-03 12:00:00,2018-05-03 12:00:00,35.6567333333333,35.6567333333333
"540",2018-05-03 13:00:00,33.2011666666667,33.2011666666667,2018-05-03 13:00:00,2018-05-03 13:00:00,34.1365166666667,34.1365166666667
"541",2018-05-03 14:00:00,31.7344,31.7344,2018-05-03 14:00:00,2018-05-03 14:00:00,33.0669666666667,33.0669666666667
"542",2018-05-03 15:00:00,30.8145833333333,30.8145833333333,2018-05-03 15:00:00,2018-05-03 15:00:00,31.2059166666667,31.2059166666667
"543",2018-05-03 16:00:00,30.0841,30.0841,2018-05-03 16:00:00,2018-05-03 16:00:00,30.2435833333333,30.2435833333333
"544",2018-05-03 17:00:00,29.4836666666667,29.4836666666667,2018-05-03 17:00:00,2018-05-03 17:00:00,29.5304666666667,29.5304666666667
"545",2018-05-03 18:00:00,29.0942166666667,29.0942166666667,2018-05-03 18:00:00,2018-05-03 18:00:00,29.0942166666667,29.0942166666667
"546",2018-05-03 19:00:00,28.8946666666667,28.8946666666667,2018-05-03 19:00:00,2018-05-03 19:00:00,28.8615166666667,28.8615166666667
"547",2018-05-03 20:00:00,28.7639,28.7639,2018-05-03 20:00:00,2018-05-03 20:00:00,28.71275,28.71275
"548",2018-05-03 21:00:00,28.7441,28.7441,2018-05-03 21:00:00,2018-05-03 21:00:00,28.655,28.655
"549",2018-05-03 22:00:00,28.6913,28.6913,2018-05-03 22:00:00,2018-05-03 22:00:00,28.655,28.655
"550",2018-05-03 23:00:00,28.655,28.655,2018-05-03 23:00:00,2018-05-03 23:00:00,28.615,28.615
"551",2018-05-04 00:00:00,28.5916666666667,28.5916666666667,2018-05-04 00:00:00,2018-05-04 00:00:00,28.565,28.565
"552",2018-05-04 01:00:00,28.5286,28.5286,2018-05-04 01:00:00,2018-05-04 01:00:00,28.46755,28.46755
"553",2018-05-04 02:00:00,28.49065,28.49065,2018-05-04 02:00:00,2018-05-04 02:00:00,28.456,28.456
"554",2018-05-04 03:00:00,28.555,28.555,2018-05-04 03:00:00,2018-05-04 03:00:00,28.456,28.456
"555",2018-05-04 04:00:00,28.53355,28.53355,2018-05-04 04:00:00,2018-05-04 04:00:00,28.456,28.456
"556",2018-05-04 05:00:00,28.4659,28.4659,2018-05-04 05:00:00,2018-05-04 05:00:00,28.456,28.456
"557",2018-05-04 06:00:00,28.4725,28.4725,2018-05-04 06:00:00,2018-05-04 06:00:00,28.456,28.456
"558",2018-05-04 07:00:00,28.63315,28.63315,2018-05-04 07:00:00,2018-05-04 07:00:00,28.5884,28.5884
"559",2018-05-04 08:00:00,29.19085,29.19085,2018-05-04 08:00:00,2018-05-04 08:00:00,28.9082,28.9082
"560",2018-05-04 09:00:00,30.5021333333333,30.5021333333333,2018-05-04 09:00:00,2018-05-04 09:00:00,30.3763333333333,30.3763333333333
"561",2018-05-04 10:00:00,32.85145,32.85145,2018-05-04 10:00:00,2018-05-04 10:00:00,32.88485,32.88485
"562",2018-05-04 11:00:00,34.9695833333333,34.9695833333333,2018-05-04 11:00:00,2018-05-04 11:00:00,35.4838833333333,35.4838833333333
"563",2018-05-04 12:00:00,35.1538166666667,35.1538166666667,2018-05-04 12:00:00,2018-05-04 12:00:00,36.0568,36.0568
"564",2018-05-04 13:00:00,32.7775166666667,32.7775166666667,2018-05-04 13:00:00,2018-05-04 13:00:00,33.6204833333333,33.6204833333333
"565",2018-05-04 14:00:00,33.25045,33.25045,2018-05-04 14:00:00,2018-05-04 14:00:00,34.3848833333333,34.3848833333333
"566",2018-05-04 15:00:00,34.05625,34.05625,2018-05-04 15:00:00,2018-05-04 15:00:00,34.0335,34.0335
"567",2018-05-04 16:00:00,33.8576333333333,33.8576333333333,2018-05-04 16:00:00,2018-05-04 16:00:00,33.8662,33.8662
"568",2018-05-04 17:00:00,32.6335166666667,32.6335166666667,2018-05-04 17:00:00,2018-05-04 17:00:00,32.625,32.625
"569",2018-05-04 18:00:00,31.7732833333333,31.7732833333333,2018-05-04 18:00:00,2018-05-04 18:00:00,31.69835,31.69835
"570",2018-05-04 19:00:00,31.21365,31.21365,2018-05-04 19:00:00,2018-05-04 19:00:00,31.0984666666667,31.0984666666667
"571",2018-05-04 20:00:00,30.8668,30.8668,2018-05-04 20:00:00,2018-05-04 20:00:00,30.7248333333333,30.7248333333333
"572",2018-05-04 21:00:00,30.6674166666667,30.6674166666667,2018-05-04 21:00:00,2018-05-04 21:00:00,30.50245,30.50245
"573",2018-05-04 22:00:00,30.5647333333333,30.5647333333333,2018-05-04 22:00:00,2018-05-04 22:00:00,30.3879833333333,30.3879833333333
"574",2018-05-04 23:00:00,30.558,30.558,2018-05-04 23:00:00,2018-05-04 23:00:00,30.356,30.356
"575",2018-05-05 00:00:00,30.4856166666667,30.4856166666667,2018-05-05 00:00:00,2018-05-05 00:00:00,30.3543166666667,30.3543166666667
"576",2018-05-05 01:00:00,30.457,30.457,2018-05-05 01:00:00,2018-05-05 01:00:00,30.2718333333333,30.2718333333333
"577",2018-05-05 02:00:00,30.3896666666667,30.3896666666667,2018-05-05 02:00:00,2018-05-05 02:00:00,30.2011333333333,30.2011333333333
"578",2018-05-05 03:00:00,30.3492666666667,30.3492666666667,2018-05-05 03:00:00,2018-05-05 03:00:00,30.1506666666667,30.1506666666667
"579",2018-05-05 04:00:00,30.2651,30.2651,2018-05-05 04:00:00,2018-05-05 04:00:00,30.1073333333333,30.1073333333333
"580",2018-05-05 05:00:00,30.255,30.255,2018-05-05 05:00:00,2018-05-05 05:00:00,30.054,30.054
"581",2018-05-05 06:00:00,30.2129166666667,30.2129166666667,2018-05-05 06:00:00,2018-05-05 06:00:00,30.0354833333333,30.0354833333333
"582",2018-05-05 07:00:00,30.255,30.255,2018-05-05 07:00:00,2018-05-05 07:00:00,30.054,30.054
"583",2018-05-05 08:00:00,30.5818166666667,30.5818166666667,2018-05-05 08:00:00,2018-05-05 08:00:00,30.1125833333333,30.1125833333333
"584",2018-05-05 09:00:00,31.8045333333333,31.8045333333333,2018-05-05 09:00:00,2018-05-05 09:00:00,31.4852833333333,31.4852833333333
"585",2018-05-05 10:00:00,32.4128833333333,32.4128833333333,2018-05-05 10:00:00,2018-05-05 10:00:00,32.3340166666667,32.3340166666667
"586",2018-05-05 11:00:00,32.6125833333333,32.6125833333333,2018-05-05 11:00:00,2018-05-05 11:00:00,32.7161,32.7161
"587",2018-05-05 12:00:00,33.0887166666667,33.0887166666667,2018-05-05 12:00:00,2018-05-05 12:00:00,33.6129666666667,33.6129666666667
"588",2018-05-05 13:00:00,32.8400666666667,32.8400666666667,2018-05-05 13:00:00,2018-05-05 13:00:00,34.128,34.128
"589",2018-05-05 14:00:00,32.5246333333333,32.5246333333333,2018-05-05 14:00:00,2018-05-05 14:00:00,33.868,33.868
"590",2018-05-05 15:00:00,32.0308833333333,32.0308833333333,2018-05-05 15:00:00,2018-05-05 15:00:00,32.0174,32.0174
"591",2018-05-05 16:00:00,31.5077,31.5077,2018-05-05 16:00:00,2018-05-05 16:00:00,31.4278,31.4278
"592",2018-05-05 17:00:00,31.0694833333333,31.0694833333333,2018-05-05 17:00:00,2018-05-05 17:00:00,30.90385,30.90385
"593",2018-05-05 18:00:00,30.75525,30.75525,2018-05-05 18:00:00,2018-05-05 18:00:00,30.5411666666667,30.5411666666667
"594",2018-05-05 19:00:00,30.47215,30.47215,2018-05-05 19:00:00,2018-05-05 19:00:00,30.2383,30.2383
"595",2018-05-05 20:00:00,30.2348,30.2348,2018-05-05 20:00:00,2018-05-05 20:00:00,29.9482833333333,29.9482833333333
"596",2018-05-05 21:00:00,30.0455166666667,30.0455166666667,2018-05-05 21:00:00,2018-05-05 21:00:00,29.6753333333333,29.6753333333333
"597",2018-05-05 22:00:00,29.953,29.953,2018-05-05 22:00:00,2018-05-05 22:00:00,29.637,29.637
"598",2018-05-05 23:00:00,29.8562833333333,29.8562833333333,2018-05-05 23:00:00,2018-05-05 23:00:00,29.5386666666667,29.5386666666667
"599",2018-05-06 00:00:00,29.702,29.702,2018-05-06 00:00:00,2018-05-06 00:00:00,29.3803333333333,29.3803333333333
