"","Time.point","Treatment","Tank","Flow","Coral","H_run","n","Count"
"607",2,"HT",2,"High",2,5,1,8
"608",2,"HT",2,"High",2,5,2,4
"609",2,"HT",2,"High",2,5,3,5
"610",2,"HT",2,"High",2,6,1,4
"611",2,"HT",2,"High",2,6,2,5
"612",2,"HT",2,"High",2,6,3,4
"613",2,"HT",2,"Low",3,1,1,3
"614",2,"HT",2,"Low",3,1,2,2
"615",2,"HT",2,"Low",3,1,3,1
"616",2,"HT",2,"Low",3,2,1,1
"617",2,"HT",2,"Low",3,2,2,0
"618",2,"HT",2,"Low",3,2,3,1
"619",2,"HT",2,"Low",3,3,1,2
"620",2,"HT",2,"Low",3,3,2,1
"621",2,"HT",2,"Low",3,3,3,1
"622",2,"HT",2,"Low",3,4,1,1
"623",2,"HT",2,"Low",3,4,2,2
"624",2,"HT",2,"Low",3,4,3,0
"625",2,"HT",2,"Low",3,5,1,1
"626",2,"HT",2,"Low",3,5,2,1
"627",2,"HT",2,"Low",3,5,3,1
"628",2,"HT",2,"Low",3,6,1,1
"629",2,"HT",2,"Low",3,6,2,3
"630",2,"HT",2,"Low",3,6,3,2
"631",2,"HT",2,"Low",2,1,1,5
"632",2,"HT",2,"Low",2,1,2,3
"633",2,"HT",2,"Low",2,1,3,2
"634",2,"HT",2,"Low",2,2,1,2
"635",2,"HT",2,"Low",2,2,2,3
"636",2,"HT",2,"Low",2,2,3,2
"637",2,"HT",2,"Low",2,3,1,3
"638",2,"HT",2,"Low",2,3,2,2
"639",2,"HT",2,"Low",2,3,3,2
"640",2,"HT",2,"Low",2,4,1,4
"641",2,"HT",2,"Low",2,4,2,2
"642",2,"HT",2,"Low",2,4,3,5
"643",2,"HT",2,"Low",2,5,1,6
"644",2,"HT",2,"Low",2,5,2,4
"645",2,"HT",2,"Low",2,5,3,3
"646",2,"HT",2,"Low",2,6,1,6
"647",2,"HT",2,"Low",2,6,2,2
"648",2,"HT",2,"Low",2,6,3,3
"649",2,"AMB",2,"Low",3,1,1,7
"650",2,"AMB",2,"Low",3,1,2,11
"651",2,"AMB",2,"Low",3,1,3,10
"652",2,"AMB",2,"Low",3,2,1,11
"653",2,"AMB",2,"Low",3,2,2,15
"654",2,"AMB",2,"Low",3,2,3,9
"655",2,"AMB",2,"Low",3,3,1,11
"656",2,"AMB",2,"Low",3,3,2,11
"657",2,"AMB",2,"Low",3,3,3,10
"658",2,"AMB",2,"Low",3,4,1,10
"659",2,"AMB",2,"Low",3,4,2,16
"660",2,"AMB",2,"Low",3,4,3,20
"661",2,"AMB",2,"Low",3,5,1,13
"662",2,"AMB",2,"Low",3,5,2,11
"663",2,"AMB",2,"Low",3,5,3,15
"664",2,"AMB",2,"Low",3,6,1,15
"665",2,"AMB",2,"Low",3,6,2,11
"666",2,"AMB",2,"Low",3,6,3,13
"667",2,"AMB",2,"Low",1,1,1,7
"668",2,"AMB",2,"Low",1,1,2,10
"669",2,"AMB",2,"Low",1,1,3,7
"670",2,"AMB",2,"Low",1,2,1,5
"671",2,"AMB",2,"Low",1,2,2,9
"672",2,"AMB",2,"Low",1,2,3,12
"673",2,"AMB",2,"Low",1,3,1,9
"674",2,"AMB",2,"Low",1,3,2,14
"675",2,"AMB",2,"Low",1,3,3,13
"676",2,"AMB",2,"Low",1,4,1,10
"677",2,"AMB",2,"Low",1,4,2,8
"678",2,"AMB",2,"Low",1,4,3,10
"679",2,"AMB",2,"Low",1,5,1,9
"680",2,"AMB",2,"Low",1,5,2,12
"681",2,"AMB",2,"Low",1,5,3,11
"682",2,"AMB",2,"Low",1,6,1,14
"683",2,"AMB",2,"Low",1,6,2,12
"684",2,"AMB",2,"Low",1,6,3,14
"685",2,"AMB",2,"High",2,1,1,11
"686",2,"AMB",2,"High",2,1,2,12
"687",2,"AMB",2,"High",2,1,3,15
"688",2,"AMB",2,"High",2,2,1,14
"689",2,"AMB",2,"High",2,2,2,16
"690",2,"AMB",2,"High",2,2,3,12
"691",2,"AMB",2,"High",2,3,1,18
"692",2,"AMB",2,"High",2,3,2,14
"693",2,"AMB",2,"High",2,3,3,19
"694",2,"AMB",2,"High",2,4,1,8
"695",2,"AMB",2,"High",2,4,2,8
"696",2,"AMB",2,"High",2,4,3,12
"697",2,"AMB",2,"High",2,5,1,15
"698",2,"AMB",2,"High",2,5,2,12
"699",2,"AMB",2,"High",2,5,3,14
"700",2,"AMB",2,"High",2,6,1,21
"701",2,"AMB",2,"High",2,6,2,14
"702",2,"AMB",2,"High",2,6,3,16
"703",2,"AMB",1,"High",3,1,1,21
"704",2,"AMB",1,"High",3,1,2,35
"705",2,"AMB",1,"High",3,1,3,21
"706",2,"AMB",1,"High",3,2,1,20
"707",2,"AMB",1,"High",3,2,2,21
"708",2,"AMB",1,"High",3,2,3,33
"709",2,"AMB",1,"High",3,3,1,21
"710",2,"AMB",1,"High",3,3,2,27
"711",2,"AMB",1,"High",3,3,3,18
"712",2,"AMB",1,"High",3,4,1,20
"713",2,"AMB",1,"High",3,4,2,16
"714",2,"AMB",1,"High",3,4,3,23
"715",2,"AMB",1,"High",3,5,1,26
"716",2,"AMB",1,"High",3,5,2,27
"717",2,"AMB",1,"High",3,5,3,30
"718",2,"AMB",1,"High",3,6,1,23
"719",2,"AMB",1,"High",3,6,2,17
"720",2,"AMB",1,"High",3,6,3,21
"721",2,"AMB",1,"Low",1,1,1,22
"722",2,"AMB",1,"Low",1,1,2,17
"723",2,"AMB",1,"Low",1,1,3,11
"724",2,"AMB",1,"Low",1,2,1,22
"725",2,"AMB",1,"Low",1,2,2,21
"726",2,"AMB",1,"Low",1,2,3,20
"727",2,"AMB",1,"Low",1,3,1,16
"728",2,"AMB",1,"Low",1,3,2,19
"729",2,"AMB",1,"Low",1,3,3,23
"730",2,"AMB",1,"Low",1,4,1,21
"731",2,"AMB",1,"Low",1,4,2,10
"732",2,"AMB",1,"Low",1,4,3,23
"733",2,"AMB",1,"Low",1,5,1,24
"734",2,"AMB",1,"Low",1,5,2,22
"735",2,"AMB",1,"Low",1,5,3,22
"736",2,"AMB",1,"Low",1,6,1,23
"737",2,"AMB",1,"Low",1,6,2,26
"738",2,"AMB",1,"Low",1,6,3,22
"739",2,"AMB",1,"High",1,1,1,15
"740",2,"AMB",1,"High",1,1,2,11
"741",2,"AMB",1,"High",1,1,3,8
"742",2,"AMB",1,"High",1,2,1,11
"743",2,"AMB",1,"High",1,2,2,12
"744",2,"AMB",1,"High",1,2,3,11
"745",2,"AMB",1,"High",1,3,1,13
"746",2,"AMB",1,"High",1,3,2,9
"747",2,"AMB",1,"High",1,3,3,12
"748",2,"AMB",1,"High",1,4,1,11
"749",2,"AMB",1,"High",1,4,2,10
"750",2,"AMB",1,"High",1,4,3,13
"751",2,"AMB",1,"High",1,5,1,12
"752",2,"AMB",1,"High",1,5,2,7
"753",2,"AMB",1,"High",1,5,3,16
"754",2,"AMB",1,"High",1,6,1,7
"755",2,"AMB",1,"High",1,6,2,10
"756",2,"AMB",1,"High",1,6,3,10
"757",2,"HT",1,"Low",2,1,1,2
"758",2,"HT",1,"Low",2,1,2,1
"759",2,"HT",1,"Low",2,1,3,2
"760",2,"HT",1,"Low",2,2,1,2
"761",2,"HT",1,"Low",2,2,2,1
"762",2,"HT",1,"Low",2,2,3,2
"763",2,"HT",1,"Low",2,3,1,4
"764",2,"HT",1,"Low",2,3,2,2
"765",2,"HT",1,"Low",2,3,3,1
"766",2,"HT",1,"Low",2,4,1,1
"767",2,"HT",1,"Low",2,4,2,2
"768",2,"HT",1,"Low",2,4,3,3
"769",2,"HT",1,"Low",2,5,1,2
"770",2,"HT",1,"Low",2,5,2,4
"771",2,"HT",1,"Low",2,5,3,2
"772",2,"HT",1,"Low",2,6,1,1
"773",2,"HT",1,"Low",2,6,2,4
"774",2,"HT",1,"Low",2,6,3,0
"775",2,"AMB",2,"High",1,1,1,14
"776",2,"AMB",2,"High",1,1,2,16
"777",2,"AMB",2,"High",1,1,3,17
"778",2,"AMB",2,"High",1,2,1,16
"779",2,"AMB",2,"High",1,2,2,13
"780",2,"AMB",2,"High",1,2,3,16
"781",2,"AMB",2,"High",1,3,1,22
"782",2,"AMB",2,"High",1,3,2,19
"783",2,"AMB",2,"High",1,3,3,17
"784",2,"AMB",2,"High",1,4,1,10
"785",2,"AMB",2,"High",1,4,2,14
"786",2,"AMB",2,"High",1,4,3,16
"787",2,"AMB",2,"High",1,5,1,17
"788",2,"AMB",2,"High",1,5,2,19
"789",2,"AMB",2,"High",1,5,3,18
"790",2,"AMB",2,"High",1,6,1,24
"791",2,"AMB",2,"High",1,6,2,18
"792",2,"AMB",2,"High",1,6,3,22
"793",2,"HT",1,"High",3,1,1,2
"794",2,"HT",1,"High",3,1,2,5
"795",2,"HT",1,"High",3,1,3,3
"796",2,"HT",1,"High",3,2,1,5
"797",2,"HT",1,"High",3,2,2,4
"798",2,"HT",1,"High",3,2,3,5
"799",2,"HT",1,"High",3,3,1,3
"800",2,"HT",1,"High",3,3,2,3
"801",2,"HT",1,"High",3,3,3,5
"802",2,"HT",1,"High",3,4,1,3
"803",2,"HT",1,"High",3,4,2,2
"804",2,"HT",1,"High",3,4,3,2
"805",2,"HT",1,"High",3,5,1,5
"806",2,"HT",1,"High",3,5,2,5
"807",2,"HT",1,"High",3,5,3,7
"808",2,"HT",1,"High",3,6,1,5
"809",2,"HT",1,"High",3,6,2,3
"810",2,"HT",1,"High",3,6,3,3
"811",2,"AMB",1,"Low",2,1,1,14
"812",2,"AMB",1,"Low",2,1,2,15
"813",2,"AMB",1,"Low",2,1,3,9
"814",2,"AMB",1,"Low",2,2,1,14
"815",2,"AMB",1,"Low",2,2,2,17
"816",2,"AMB",1,"Low",2,2,3,19
"817",2,"AMB",1,"Low",2,3,1,30
"818",2,"AMB",1,"Low",2,3,2,20
"819",2,"AMB",1,"Low",2,3,3,24
"820",2,"AMB",1,"Low",2,4,1,20
"821",2,"AMB",1,"Low",2,4,2,22
"822",2,"AMB",1,"Low",2,4,3,17
"823",2,"AMB",1,"Low",2,5,1,30
"824",2,"AMB",1,"Low",2,5,2,29
"825",2,"AMB",1,"Low",2,5,3,29
"826",2,"AMB",1,"Low",2,6,1,17
"827",2,"AMB",1,"Low",2,6,2,21
"828",2,"AMB",1,"Low",2,6,3,23
"829",2,"HT",1,"Low",3,1,1,1
"830",2,"HT",1,"Low",3,1,2,0
"831",2,"HT",1,"Low",3,1,3,1
"832",2,"HT",1,"Low",3,2,1,0
"833",2,"HT",1,"Low",3,2,2,1
"834",2,"HT",1,"Low",3,2,3,1
"835",2,"HT",1,"Low",3,3,1,0
"836",2,"HT",1,"Low",3,3,2,1
"837",2,"HT",1,"Low",3,3,3,1
"838",2,"HT",1,"Low",3,4,1,2
"839",2,"HT",1,"Low",3,4,2,0
"840",2,"HT",1,"Low",3,4,3,1
"841",2,"HT",1,"Low",3,5,1,0
"842",2,"HT",1,"Low",3,5,2,0
"843",2,"HT",1,"Low",3,5,3,2
"844",2,"HT",1,"Low",3,6,1,1
"845",2,"HT",1,"Low",3,6,2,3
"846",2,"HT",1,"Low",3,6,3,1
"847",2,"HT",1,"Low",2,1,1,33
"848",2,"AMB",1,"High",2,1,2,41
"849",2,"AMB",1,"High",2,1,3,28
"850",2,"AMB",1,"High",2,2,1,34
"851",2,"AMB",1,"High",2,2,2,27
"852",2,"AMB",1,"High",2,2,3,30
"853",2,"AMB",1,"High",2,3,1,35
"854",2,"AMB",1,"High",2,3,2,34
"855",2,"AMB",1,"High",2,3,3,33
"856",2,"AMB",1,"High",2,4,1,31
"857",2,"AMB",1,"High",2,4,2,27
"858",2,"AMB",1,"High",2,4,3,27
"859",2,"AMB",1,"High",2,5,1,36
"860",2,"AMB",1,"High",2,5,2,29
"861",2,"AMB",1,"High",2,5,3,34
"862",2,"AMB",1,"High",2,6,1,24
"863",2,"AMB",1,"High",2,6,2,31
"864",2,"AMB",1,"High",2,6,3,28
